district,date,total_demand,growth_rate
Amritsar,2025-08-31,393,55.142857142857146
Amritsar,2025-10-31,463,1.8231707317073171
Amritsar,2025-12-31,771,0.35978835978835977
Amroha,2025-04-30,989,2.4340277777777777
Amroha,2025-07-31,380,0.43939393939393945
Amroha,2025-10-31,376,0.6000000000000001
Amroha,2025-12-31,570,0.46153846153846145
Anakapalli,2025-03-31,95,0.5079365079365079
Anakapalli,2025-06-30,81,1.793103448275862
Anakapalli,2025-07-31,121,0.49382716049382713
Anakapalli,2025-09-30,88,0.46666666666666656
Anakapalli,2025-11-30,54,1.076923076923077
Anakapalli,2025-12-31,97,0.7962962962962963
Anand,2025-06-30,262,1.096
Anand,2025-08-31,479,78.83333333333333
Anand,2025-12-31,240,1.2222222222222223
Anantapur,2025-03-31,589,0.9185667752442996
Anantapur,2025-08-31,416,0.4101694915254237
Anantapur,2025-11-30,607,1.1601423487544484
Ananthapur,2025-03-31,192,0.794392523364486
Ananthapur,2025-07-31,191,0.3082191780821917
Ananthapur,2025-08-31,249,0.3036649214659686
Ananthapur,2025-10-31,95,0.3571428571428572
Ananthapur,2025-11-30,311,2.2736842105263158
Ananthapuramu,2025-03-31,316,1.1793103448275861
Ananthapuramu,2025-06-30,221,0.32335329341317376
Ananthapuramu,2025-11-30,182,0.7009345794392523
Ananthapuramu,2025-12-31,312,0.7142857142857142
Anantnag,2025-04-30,344,4.292307692307692
Anantnag,2025-06-30,185,2.0833333333333335
Anantnag,2025-08-31,276,68.0
Anantnag,2025-10-31,286,0.42999999999999994
Andamans,2025-03-31,26,2.25
Andamans,2025-07-31,4,0.33333333333333326
Andamans,2025-09-30,9,8.0
Andamans,2025-12-31,12,11.0
Angul,2025-03-31,368,3.487804878048781
Angul,2025-08-31,290,35.25
Angul,2025-10-31,251,1.3679245283018866
Angul,2025-12-31,380,0.7511520737327189
Anjaw,2025-09-30,30,29.0
Anjaw,2025-11-30,13,0.625
Annamayya,2025-03-31,239,1.7790697674418605
Annamayya,2025-05-31,117,0.6956521739130435
Annamayya,2025-08-31,249,4.413043478260869
Annamayya,2025-11-30,194,2.288135593220339
Anugul,2025-03-31,28,3.0
Anugul,2025-06-30,21,1.3333333333333335
Anugul,2025-08-31,25,11.5
Anugul,2025-11-30,14,0.2727272727272727
Anugul,2025-12-31,18,0.2857142857142858
Anuppur,2025-04-30,158,0.4234234234234233
Anuppur,2025-06-30,141,0.7407407407407407
Anuppur,2025-08-31,297,0.9668874172185431
Araria,2025-04-30,1662,0.6924643584521384
Araria,2025-08-31,1704,3.840909090909091
Araria,2025-10-31,2331,0.2906976744186047
Araria,2025-12-31,859,0.45346869712351956
Ariyalur,2025-03-31,196,0.32432432432432434
Ariyalur,2025-06-30,61,0.6486486486486487
Ariyalur,2025-07-31,78,0.278688524590164
Ariyalur,2025-08-31,208,1.6666666666666665
Ariyalur,2025-10-31,136,0.28301886792452824
Ariyalur,2025-11-30,205,0.5073529411764706
Arvalli,2025-04-30,88,1.5142857142857142
Arvalli,2025-06-30,18,1.0
Arvalli,2025-08-31,82,3.5555555555555554
Arwal,2025-03-31,233,0.38690476190476186
Arwal,2025-05-31,184,0.41538461538461546
Arwal,2025-08-31,311,7.885714285714286
Ashok Nagar,2025-03-31,253,1.5299999999999998
Ashok Nagar,2025-04-30,446,0.7628458498023716
Ashok Nagar,2025-06-30,173,0.8020833333333333
Ashok Nagar,2025-08-31,173,4.088235294117647
Ashok Nagar,2025-12-31,239,1.2547169811320753
Auraiya,2025-03-31,270,0.35678391959799005
Auraiya,2025-04-30,1046,2.8740740740740742
Auraiya,2025-06-30,367,0.5683760683760684
Auraiya,2025-08-31,651,2.4627659574468086
Auraiya,2025-12-31,636,1.1632653061224492
Aurangabad,2025-03-31,1506,0.6622516556291391
Aurangabad,2025-04-30,1940,0.2881806108897742
Aurangabad,2025-06-30,1575,0.2579872204472844
Aurangabad,2025-07-31,2603,0.6526984126984128
Aurangabad,2025-10-31,2188,0.7687954729183508
Aurangabad(bh),2025-03-31,7,0.75
Aurangabad(bh),2025-05-31,5,0.6666666666666667
Aurangabad(bh),2025-08-31,10,1.0
Ayodhya,2025-03-31,88,0.2571428571428571
Ayodhya,2025-04-30,202,1.2954545454545454
Ayodhya,2025-08-31,137,0.5054945054945055
Ayodhya,2025-10-31,197,0.912621359223301
Azamgarh,2025-04-30,2445,2.606194690265487
Azamgarh,2025-06-30,1137,1.1133828996282529
Azamgarh,2025-08-31,1602,1.44954128440367
Azamgarh,2025-10-31,1637,0.35401157981803144
Azamgarh,2025-12-31,1553,0.3575174825174825
Badgam,2025-03-31,19,0.2666666666666666
Badgam,2025-04-30,68,2.5789473684210527
Badgam,2025-06-30,195,12.0
Badgam,2025-08-31,89,10.125
Badgam,2025-12-31,104,1.810810810810811
Bagalkot,2025-03-31,201,0.4055944055944056
Bagalkot,2025-04-30,357,0.7761194029850746
Bagalkot,2025-06-30,451,2.608
Bagalkot,2025-08-31,445,4.855263157894737
Bagalkot,2025-10-31,311,0.34632034632034636
Bagalkot,2025-12-31,393,0.37412587412587417
Bagalkot *,2025-03-31,7,2.5
Bagalkot *,2025-06-30,19,2.1666666666666665
Bagalkot *,2025-10-31,13,0.625
Bagalkot *,2025-11-30,19,0.46153846153846145
Bageshwar,2025-04-30,113,2.7666666666666666
Bageshwar,2025-06-30,25,0.6666666666666667
Bageshwar,2025-07-31,39,0.56
Bageshwar,2025-10-31,106,3.416666666666667
Baghpat,2025-04-30,428,1.7973856209150325
Baghpat,2025-06-30,425,1.1144278606965172
Baghpat,2025-08-31,799,1.125
Baghpat,2025-10-31,523,1.6548223350253806
Baghpat,2025-12-31,553,33.5625
Bahraich,2025-04-30,1788,6.842105263157895
Bahraich,2025-08-31,1996,1.4193939393939394
Bahraich,2025-12-31,1210,1.3540856031128405
Bajali,2025-02-28,11,1.2000000000000002
Bajali,2025-05-31,12,2.0
Bajali,2025-09-30,12,1.0
Bajali,2025-12-31,9,0.2857142857142858
Baksa,2025-04-30,178,0.42399999999999993
Baksa,2025-06-30,88,0.6603773584905661
Baksa,2025-08-31,145,3.3939393939393936
Baksa,2025-12-31,169,2.6739130434782608
Balaghat,2025-07-31,286,0.36190476190476195
Balaghat,2025-12-31,345,0.4870689655172413
Balangir,2025-03-31,488,0.42274052478134116
Balangir,2025-08-31,239,16.071428571428573
Balangir,2025-10-31,316,0.6205128205128205
Balangir,2025-11-30,427,0.3512658227848102
Baleshwar,2025-03-31,202,0.9611650485436893
Baleshwar,2025-06-30,133,0.2547169811320755
Baleshwar,2025-08-31,87,4.8
Baleshwar,2025-09-30,110,0.26436781609195403
Baleshwar,2025-10-31,139,0.26363636363636367
Baleswar,2025-03-31,366,1.2048192771084336
Baleswar,2025-08-31,306,11.75
Baleswar,2025-10-31,259,0.4885057471264367
Baleswar,2025-11-30,374,0.444015444015444
Ballari,2025-03-31,83,0.8444444444444446
Ballari,2025-04-30,111,0.3373493975903614
Ballari,2025-06-30,71,1.21875
Ballari,2025-08-31,178,4.741935483870968
Ballari,2025-10-31,93,0.6909090909090909
Ballari,2025-12-31,140,1.0588235294117645
Ballia,2025-04-30,1435,1.6330275229357798
Ballia,2025-06-30,1253,0.9825949367088607
Ballia,2025-08-31,1561,2.408296943231441
Ballia,2025-10-31,1264,0.5358444714459296
Ballia,2025-12-31,1267,1.4843137254901961
Balod,2025-03-31,175,0.4227642276422765
Balod,2025-04-30,318,0.8171428571428572
Balod,2025-06-30,213,1.4767441860465116
Balod,2025-08-31,844,119.57142857142857
Balod,2025-12-31,255,7.225806451612904
Baloda Bazar,2025-03-31,695,0.7118226600985222
Baloda Bazar,2025-04-30,1332,0.916546762589928
Baloda Bazar,2025-06-30,492,1.6310160427807485
Baloda Bazar,2025-08-31,646,7.613333333333333
Baloda Bazar,2025-09-30,1067,0.651702786377709
Baloda Bazar,2025-12-31,373,1.645390070921986
Balotra,2025-04-30,8,7.0
Balotra,2025-12-31,10,4.0
Balrampur,2025-04-30,1239,0.36604189636163165
Balrampur,2025-06-30,813,0.7828947368421053
Balrampur,2025-08-31,1370,3.9818181818181815
Balrampur,2025-10-31,1370,0.4731182795698925
Banas Kantha,2025-04-30,5,4.0
Banas Kantha,2025-08-31,10,9.0
Banas Kantha,2025-10-31,5,0.6666666666666667
Banas Kantha,2025-11-30,9,0.8
Banaskantha,2025-03-31,562,0.5148247978436657
Banaskantha,2025-08-31,354,87.5
Banaskantha,2025-10-31,725,1.6268115942028984
Banaskantha,2025-12-31,501,4.629213483146067
Banda,2025-04-30,753,5.435897435897436
Banda,2025-06-30,273,1.5754716981132075
Banda,2025-07-31,427,0.5641025641025641
Banda,2025-08-31,543,0.27166276346604223
Banda,2025-10-31,819,2.0446096654275094
Banda,2025-12-31,601,0.581578947368421
Bandipore,2025-03-31,70,2.6842105263157894
Bandipore,2025-04-30,134,0.9142857142857144
Bandipore,2025-06-30,187,2.5961538461538463
Bandipore,2025-08-31,135,66.5
Bandipore,2025-10-31,116,0.6571428571428573
Bandipore,2025-12-31,154,2.142857142857143
Bangalore,2025-04-30,444,0.5153583617747439
Bangalore,2025-06-30,371,0.44357976653696496
Bangalore,2025-08-31,705,4.92436974789916
Bangalore,2025-10-31,530,0.6932907348242812
Bangalore,2025-12-31,578,0.7621951219512195
Bangalore Rural,2025-03-31,170,5.538461538461538
Bangalore Rural,2025-04-30,224,0.3176470588235294
Bangalore Rural,2025-06-30,262,0.8848920863309353
Bangalore Rural,2025-08-31,323,20.533333333333335
Bangalore Rural,2025-12-31,329,0.8587570621468927
Banka,2025-04-30,1215,0.9628432956381261
Banka,2025-08-31,927,2.9446808510638296
Banka,2025-09-30,1203,0.2977346278317152
Banka,2025-12-31,796,0.8049886621315192
Bankura,2025-04-30,1456,2.3471264367816094
Bankura,2025-06-30,1479,1.0067842605156039
Bankura,2025-08-31,2265,0.6666666666666667
Bankura,2025-10-31,1645,1.1559633027522938
Banswara,2025-06-30,789,3.025510204081633
Banswara,2025-08-31,238,4.288888888888889
Banswara,2025-10-31,422,0.6356589147286822
Banswara,2025-11-30,1170,1.772511848341232
Bapatla,2025-05-31,82,0.5769230769230769
Bapatla,2025-06-30,130,0.5853658536585367
Bapatla,2025-08-31,110,2.3333333333333335
Bapatla,2025-11-30,105,3.5652173913043477
Bara Banki,2025-04-30,680,0.5596330275229358
Bara Banki,2025-06-30,881,0.27496382054992763
Bara Banki,2025-08-31,699,0.5814479638009049
Bara Banki,2025-10-31,953,0.6318493150684932
Bara Banki,2025-12-31,1363,1.0404191616766467
Barabanki,2025-03-31,85,2.0357142857142856
Barabanki,2025-06-30,49,2.2666666666666666
Barabanki,2025-08-31,142,2.227272727272727
Barabanki,2025-11-30,53,0.26190476190476186
Baramula,2025-04-30,379,2.2672413793103448
Baramula,2025-06-30,247,0.7152777777777777
Baramula,2025-08-31,239,238.0
Baramula,2025-10-31,341,1.1049382716049383
Baramula,2025-12-31,248,0.6533333333333333
Baran,2025-03-31,410,2.4453781512605044
Baran,2025-08-31,449,16.96
Barddhaman,2025-04-30,2196,1.7044334975369457
Barddhaman,2025-06-30,2171,1.9377537212449254
Barddhaman,2025-08-31,2368,1.546236559139785
Barddhaman,2025-10-31,2560,0.7522245037645447
Bardez,2025-08-31,2,1.0
Bardhaman,2025-04-30,338,1.0864197530864197
Bardhaman,2025-06-30,321,2.0283018867924527
Bardhaman,2025-08-31,357,0.9297297297297298
Bardhaman,2025-10-31,366,1.423841059602649
Bareilly,2025-04-30,1184,0.3913043478260869
Bareilly,2025-06-30,1834,1.791476407914764
Bareilly,2025-08-31,2429,2.5408163265306123
Bareilly,2025-10-31,1676,0.45612510860121636
Bareilly,2025-11-30,2214,0.3210023866348448
Bargarh,2025-03-31,504,2.6258992805755397
Bargarh,2025-06-30,316,1.4122137404580153
Bargarh,2025-08-31,306,29.6
Bargarh,2025-11-30,350,0.3307984790874525
Barmer,2025-03-31,649,0.39569892473118284
Barmer,2025-06-30,428,0.5177304964539007
Barmer,2025-08-31,295,5.020408163265306
Barmer,2025-10-31,309,0.3493449781659388
Barmer,2025-11-30,796,1.5760517799352751
Barnala,2025-03-31,88,0.375
Barnala,2025-04-30,150,0.7045454545454546
Barnala,2025-06-30,128,1.56
Barnala,2025-08-31,69,12.8
Barnala,2025-10-31,66,3.125
Barnala,2025-12-31,124,0.9682539682539681
Barpeta,2025-04-30,643,0.7425474254742548
Barpeta,2025-08-31,962,19.91304347826087
Barpeta,2025-12-31,194,1.3658536585365852
Barwani,2025-03-31,733,21.21212121212121
Barwani,2025-06-30,289,0.6900584795321638
Barwani,2025-08-31,396,1.75
Barwani,2025-10-31,249,0.4910179640718564
Barwani,2025-12-31,375,1.5510204081632653
Bastar,2025-03-31,294,0.3867924528301887
Bastar,2025-04-30,416,0.41496598639455784
Bastar,2025-06-30,140,0.34615384615384626
Bastar,2025-08-31,239,12.277777777777779
Bastar,2025-09-30,946,2.9581589958158996
Bastar,2025-11-30,461,0.3323699421965318
Bastar,2025-12-31,810,0.7570498915401302
Basti,2025-04-30,586,0.959866220735786
Basti,2025-06-30,741,0.3646408839779005
Basti,2025-08-31,1434,1.7262357414448668
Basti,2025-10-31,574,0.3798076923076923
Bathinda,2025-04-30,387,0.41758241758241765
Bathinda,2025-06-30,243,0.51875
Bathinda,2025-08-31,380,41.22222222222222
Bathinda,2025-10-31,317,1.12751677852349
Bathinda,2025-11-30,438,0.3817034700315458
Baudh,2025-03-31,16,1.0
Baudh,2025-06-30,12,3.0
Baudh,2025-08-31,16,0.33333333333333326
Baudh,2025-11-30,9,0.8
Baudh,2025-12-31,39,3.333333333333333
Beawar,2025-08-31,4,1.0
Beawar,2025-11-30,22,4.5
Beed,2025-03-31,828,1.7326732673267329
Beed,2025-04-30,2154,1.6014492753623188
Beed,2025-07-31,1295,2.9723926380368098
Beed,2025-10-31,1287,2.8765060240963853
Begusarai,2025-03-31,1461,0.6233333333333333
Begusarai,2025-08-31,2463,8.735177865612648
Begusarai,2025-10-31,1486,0.6134636264929425
Begusarai,2025-12-31,691,0.7809278350515463
Belagavi,2025-03-31,257,0.7019867549668874
Belagavi,2025-04-30,415,0.6147859922178989
Belagavi,2025-06-30,361,1.5971223021582732
Belagavi,2025-08-31,383,2.4504504504504503
Belagavi,2025-10-31,324,0.3846153846153846
Belagavi,2025-12-31,476,0.6245733788395904
Belgaum,2025-06-30,685,2.004385964912281
Belgaum,2025-08-31,749,4.388489208633094
Belgaum,2025-10-31,481,0.39420289855072466
Belgaum,2025-12-31,633,0.4652777777777777
Bellary,2025-03-31,172,0.8297872340425532
Bellary,2025-06-30,254,2.3866666666666667
Bellary,2025-08-31,347,5.3090909090909095
Bellary,2025-10-31,275,0.6975308641975309
Bellary,2025-12-31,257,1.1779661016949152
Bemetara,2025-04-30,430,1.8666666666666667
Bemetara,2025-06-30,158,7.777777777777779
Bemetara,2025-08-31,377,376.0
Bemetara,2025-10-31,598,0.4950000000000001
Bemetara,2025-12-31,368,0.947089947089947
Bengaluru,2025-06-30,2232,1.8688946015424164
Bengaluru,2025-08-31,2215,1.5967174677608442
Bengaluru,2025-10-31,1399,0.5561735261401557
Bengaluru,2025-12-31,1828,1.1059907834101383
Bengaluru Rural,2025-10-31,7,6.0
Bengaluru Rural,2025-12-31,10,0.4285714285714286
Bengaluru South,2025-03-31,36,1.7692307692307692
Bengaluru South,2025-05-31,31,1.5833333333333335
Bengaluru South,2025-06-30,67,1.161290322580645
Bengaluru South,2025-08-31,47,1.9375
Bengaluru South,2025-11-30,34,0.4782608695652173
Betul,2025-03-31,437,1.349462365591398
Betul,2025-08-31,504,1.1913043478260867
Betul,2025-11-30,381,1.4580645161290322
Bhabua,2025-06-30,3,0.5
Bhabua,2025-10-31,3,2.0
Bhadohi,2025-03-31,36,0.2857142857142858
Bhadohi,2025-04-30,61,0.6944444444444444
Bhadohi,2025-06-30,103,11.875
Bhadohi,2025-08-31,112,3.0
Bhadohi,2025-10-31,54,1.4545454545454546
Bhadohi,2025-12-31,83,0.8444444444444446
Bhadradri Kothagudem,2025-04-30,418,1.2841530054644807
Bhadradri Kothagudem,2025-08-31,435,1.3262032085561497
Bhadrak,2025-03-31,332,0.32800000000000007
Bhadrak,2025-06-30,229,0.3085714285714285
Bhadrak,2025-08-31,467,30.133333333333333
Bhadrak,2025-10-31,419,0.3516129032258064
Bhagalpur,2025-03-31,1135,0.7093373493975903
Bhagalpur,2025-06-30,1235,0.2666666666666666
Bhagalpur,2025-08-31,1674,12.95
Bhagalpur,2025-10-31,1922,0.28993288590604016
Bhandara,2025-04-30,441,1.6566265060240966
Bhandara,2025-08-31,245,1.4019607843137254
Bhandara,2025-10-31,229,1.29
Bharatpur,2025-04-30,670,0.44708423326133917
Bharatpur,2025-08-31,396,4.2105263157894735
Bharatpur,2025-10-31,464,0.344927536231884
Bharatpur,2025-11-30,819,0.7650862068965518
Bharuch,2025-06-30,230,0.3772455089820359
Bharuch,2025-08-31,566,32.294117647058826
Bharuch,2025-10-31,307,0.4212962962962963
Bharuch,2025-12-31,296,11.333333333333334
Bhavnagar,2025-03-31,318,0.5288461538461537
Bhavnagar,2025-04-30,648,1.0377358490566038
Bhavnagar,2025-06-30,239,1.0254237288135593
Bhavnagar,2025-08-31,568,15.705882352941178
Bhilwara,2025-04-30,578,0.251082251082251
Bhilwara,2025-06-30,417,0.27914110429447847
Bhilwara,2025-08-31,490,9.208333333333334
Bhilwara,2025-11-30,680,0.47186147186147176
Bhilwara,2025-12-31,906,0.3323529411764705
Bhind,2025-03-31,219,0.7109375
Bhind,2025-04-30,431,0.9680365296803652
Bhind,2025-06-30,545,0.6565349544072949
Bhind,2025-08-31,531,0.6238532110091743
Bhind,2025-10-31,270,0.875
Bhiwani,2025-03-31,115,0.9166666666666667
Bhiwani,2025-04-30,192,0.6695652173913043
Bhiwani,2025-06-30,440,2.963963963963964
Bhiwani,2025-08-31,245,4.6976744186046515
Bhiwani,2025-10-31,236,0.6275862068965516
Bhiwani,2025-12-31,341,2.7065217391304346
Bhojpur,2025-04-30,1978,1.0582726326742975
Bhojpur,2025-08-31,1538,0.3634751773049645
Bhojpur,2025-09-30,2514,0.634590377113134
Bhojpur,2025-12-31,1468,1.033240997229917
Bhopal,2025-03-31,503,0.7649122807017543
Bhopal,2025-05-31,676,1.0993788819875778
Bhopal,2025-07-31,613,1.0501672240802677
Bhopal,2025-08-31,807,0.3164763458401305
Bhopal,2025-11-30,552,0.32057416267942584
Bid,2025-03-31,58,1.6363636363636362
Bid,2025-04-30,103,0.7758620689655173
Bid,2025-07-31,198,5.6
Bid,2025-10-31,178,18.77777777777778
Bidar,2025-03-31,313,1.7946428571428572
Bidar,2025-06-30,274,3.0294117647058822
Bidar,2025-08-31,401,2.1328125
Bidar,2025-10-31,476,1.4162436548223352
Bidar,2025-12-31,324,0.5502392344497609
Bijapur,2025-03-31,474,0.9112903225806452
Bijapur,2025-06-30,317,0.7513812154696133
Bijapur,2025-08-31,315,2.539325842696629
Bijapur,2025-10-31,452,1.5681818181818183
Bijapur,2025-12-31,336,0.7055837563451777
Bijnor,2025-03-31,746,0.3789279112754158
Bijnor,2025-04-30,1046,0.4021447721179625
Bijnor,2025-08-31,1254,0.8017241379310345
Bijnor,2025-10-31,2013,0.46187363834422657
Bikaner,2025-03-31,367,0.9731182795698925
Bikaner,2025-06-30,505,1.9532163742690059
Bikaner,2025-08-31,646,21.275862068965516
Bikaner,2025-12-31,648,1.2978723404255321
Bilaspur,2025-04-30,1872,3.775510204081633
Bilaspur,2025-08-31,1328,72.77777777777777
Bilaspur,2025-12-31,549,1.231707317073171
Birbhum,2025-04-30,1015,1.9678362573099415
Birbhum,2025-06-30,1358,0.5754060324825987
Birbhum,2025-08-31,1283,0.7198391420911527
Birbhum,2025-10-31,1476,0.8519447929736512
Birbhum,2025-12-31,1427,0.4989495798319328
Bishnupur,2025-08-31,218,11.823529411764707
Bishnupur,2025-10-31,1022,5.3875
Biswanath,2025-03-31,107,0.5970149253731343
Biswanath,2025-08-31,59,1.4583333333333335
Biswanath,2025-09-30,96,0.6271186440677967
Biswanath,2025-12-31,145,1.543859649122807
Bokaro,2025-04-30,483,1.0125000000000002
Bokaro,2025-06-30,420,1.5149700598802394
Bokaro,2025-08-31,866,18.244444444444444
Bokaro,2025-10-31,603,0.638586956521739
Bongaigaon,2025-05-31,242,0.39884393063583823
Bongaigaon,2025-07-31,74,1.0555555555555554
Bongaigaon,2025-08-31,113,0.527027027027027
Bongaigaon,2025-10-31,158,0.264
Botad,2025-04-30,97,47.5
Botad,2025-06-30,37,0.3214285714285714
Botad,2025-08-31,101,1.7297297297297298
Botad,2025-10-31,79,6.9
Botad,2025-12-31,33,0.32000000000000006
Boudh,2025-08-31,101,24.25
Boudh,2025-10-31,67,2.1904761904761907
Boudh,2025-11-30,94,0.4029850746268657
Boudh,2025-12-31,130,0.38297872340425543
Budaun,2025-04-30,1428,6.360824742268041
Budaun,2025-06-30,1246,0.4851013110846245
Budaun,2025-08-31,1860,1.8224582701062215
Budaun,2025-10-31,1440,0.5754923413566739
Budaun,2025-12-31,1055,0.9981060606060606
Budgam,2025-04-30,47,1.2380952380952381
Budgam,2025-06-30,37,1.8461538461538463
Budgam,2025-08-31,142,2.8378378378378377
Bulandshahar,2025-04-30,8,7.0
Bulandshahar,2025-06-30,17,4.666666666666667
Bulandshahar,2025-11-30,22,21.0
Bulandshahr,2025-04-30,1624,4.1069182389937104
Bulandshahr,2025-08-31,1705,1.3946629213483148
Bulandshahr,2025-12-31,835,0.3026521060842433
Buldana,2025-04-30,149,1.8653846153846154
Buldana,2025-05-31,275,0.8456375838926173
Buldana,2025-07-31,348,2.135135135135135
Buldana,2025-10-31,230,3.8936170212765955
Buldhana,2025-03-31,392,1.0206185567010309
Buldhana,2025-04-30,1562,2.9846938775510203
Buldhana,2025-06-30,689,0.4722222222222223
Buldhana,2025-07-31,1466,1.1277213352685052
Buldhana,2025-10-31,1437,5.275109170305677
Bundi,2025-03-31,312,1.8363636363636364
Bundi,2025-04-30,479,0.5352564102564104
Bundi,2025-06-30,359,1.475862068965517
Bundi,2025-08-31,513,31.0625
Bundi,2025-11-30,276,0.4010152284263959
Bundi,2025-12-31,497,0.8007246376811594
Burhanpur,2025-05-31,147,0.7093023255813953
Burhanpur,2025-08-31,150,10.538461538461538
Burhanpur,2025-10-31,92,3.0
Burhanpur,2025-11-30,248,1.6956521739130435
Buxar,2025-03-31,657,0.568019093078759
Buxar,2025-04-30,864,0.31506849315068486
