district,date,total_demand,growth_rate
Bagalkot *,2025-03-31,13,0.4444444444444444
Bagalkot *,2025-04-30,17,0.3076923076923077
Bagalkot *,2025-08-31,13,0.8571428571428572
Bagalkot *,2025-12-31,27,8.0
Bageshwar,2025-03-31,43,1.263157894736842
Bageshwar,2025-04-30,84,0.9534883720930232
Bageshwar,2025-08-31,77,3.5294117647058822
Bageshwar,2025-12-31,79,6.9
Baghpat,2025-04-30,490,3.454545454545454
Baghpat,2025-06-30,584,1.848780487804878
Baghpat,2025-08-31,398,0.9509803921568627
Bahraich,2025-04-30,1458,3.909090909090909
Bahraich,2025-06-30,1432,1.6083788706739526
Bahraich,2025-08-31,1110,4.522388059701493
Bahraich,2025-10-31,1385,0.5864833906071019
Bahraich,2025-12-31,1744,1.5875370919881306
Bajali,2025-05-31,12,1.4
Bajali,2025-08-31,15,6.5
Bajali,2025-10-31,9,0.2857142857142858
Bajali,2025-12-31,17,0.7
Baksa,2025-03-31,192,0.31506849315068486
Baksa,2025-08-31,138,1.7058823529411766
Baksa,2025-12-31,134,1.3508771929824563
Balaghat,2025-06-30,268,0.567251461988304
Balaghat,2025-10-31,345,0.5610859728506787
Balangir,2025-06-30,272,0.9568345323741008
Balangir,2025-08-31,486,5.75
Balangir,2025-10-31,262,0.617283950617284
Baleshwar,2025-06-30,130,1.0
Baleshwar,2025-08-31,149,2.1041666666666665
Baleshwar,2025-10-31,109,0.847457627118644
Baleswar,2025-03-31,328,0.32258064516129026
Baleswar,2025-06-30,369,1.1085714285714285
Baleswar,2025-08-31,376,3.4761904761904763
Baleswar,2025-10-31,286,1.9183673469387754
Ballari,2025-03-31,162,0.265625
Ballari,2025-05-31,106,0.3417721518987342
Ballari,2025-06-30,209,0.9716981132075471
Ballari,2025-08-31,100,1.2222222222222223
Ballari,2025-11-30,111,0.6086956521739131
Ballia,2025-04-30,1087,1.8015463917525771
Ballia,2025-08-31,986,2.720754716981132
Ballia,2025-10-31,882,0.913232104121475
Ballia,2025-12-31,1548,1.2369942196531793
Balod,2025-03-31,569,0.8354838709677419
Balod,2025-06-30,128,0.30612244897959173
Balod,2025-07-31,267,1.0859375
Balod,2025-09-30,359,0.3296296296296297
Baloda Bazar,2025-03-31,1269,1.4640776699029128
Baloda Bazar,2025-06-30,599,0.3252212389380531
Baloda Bazar,2025-08-31,1471,10.315384615384616
Baloda Bazar,2025-10-31,517,1.572139303482587
Balotra,2025-02-28,7,6.0
Balotra,2025-07-31,2,1.0
Balotra,2025-08-31,5,1.5
Balotra,2025-12-31,11,4.5
Balrampur,2025-04-30,722,1.464163822525597
Balrampur,2025-06-30,861,1.0258823529411765
Balrampur,2025-08-31,1134,3.4822134387351777
Balrampur,2025-12-31,1300,1.8017241379310347
Banas Kantha,2025-04-30,7,2.5
Banas Kantha,2025-05-31,11,0.5714285714285714
Banas Kantha,2025-08-31,9,3.5
Banas Kantha,2025-10-31,5,1.5
Banaskantha,2025-08-31,476,0.4380664652567976
Banaskantha,2025-11-30,485,0.33241758241758235
Banda,2025-06-30,548,1.4909090909090907
Banda,2025-08-31,424,4.5064935064935066
Banda,2025-10-31,1019,1.1317991631799162
Bandipore,2025-06-30,128,0.9393939393939394
Bandipore,2025-08-31,89,4.933333333333334
Bandipore,2025-11-30,124,4.391304347826087
Bangalore,2025-08-31,375,1.094972067039106
Bangalore,2025-11-30,408,0.28301886792452824
Bangalore Rural,2025-03-31,297,0.8
Bangalore Rural,2025-05-31,207,1.524390243902439
Bangalore Rural,2025-08-31,167,0.2846153846153847
Bangalore Rural,2025-11-30,379,3.3563218390804597
Banka,2025-07-31,790,0.6122448979591837
Banka,2025-08-31,1362,0.7240506329113925
Banka,2025-11-30,519,0.43767313019390586
Bankura,2025-04-30,2678,1.066358024691358
Bankura,2025-06-30,3457,2.317658349328215
Bankura,2025-08-31,2716,2.545691906005222
Bankura,2025-10-31,2009,0.4238128986534373
Bankura,2025-12-31,2477,1.3771593090211134
Banswara,2025-06-30,269,0.2688679245283019
Banswara,2025-07-31,844,2.137546468401487
Banswara,2025-10-31,644,2.1262135922330097
Banswara,2025-12-31,548,1.1746031746031744
Bapatla,2025-05-31,65,0.30000000000000004
Bapatla,2025-06-30,86,0.32307692307692304
Bapatla,2025-09-30,101,0.8703703703703705
Bapatla,2025-11-30,154,3.2777777777777777
Bara Banki,2025-04-30,1078,0.7847682119205297
Bara Banki,2025-06-30,795,2.3403361344537816
Bara Banki,2025-08-31,1013,2.670289855072464
Bara Banki,2025-10-31,893,0.9540481400437637
Bara Banki,2025-12-31,1118,1.7880299251870326
Barabanki,2025-03-31,35,1.9166666666666665
Barabanki,2025-04-30,150,3.2857142857142856
Barabanki,2025-06-30,107,0.671875
Barabanki,2025-10-31,58,1.9
Baramula,2025-03-31,259,0.40760869565217384
Baramula,2025-06-30,283,0.3540669856459331
Baramula,2025-08-31,179,0.924731182795699
Baramula,2025-11-30,119,0.27956989247311825
Baran,2025-04-30,343,0.5043859649122806
Baran,2025-06-30,489,1.4449999999999998
Baran,2025-11-30,307,0.31196581196581197
Baran,2025-12-31,457,0.48859934853420195
Barddhaman,2025-04-30,2165,1.264644351464435
Barddhaman,2025-06-30,2443,1.6994475138121548
Barddhaman,2025-08-31,2266,2.4807987711213517
Barddhaman,2025-12-31,3215,1.5495638382236319
Bardhaman,2025-04-30,389,3.1382978723404253
Bardhaman,2025-06-30,437,3.802197802197802
Bardhaman,2025-08-31,412,4.722222222222222
Bardhaman,2025-12-31,574,2.188888888888889
Bareilly,2025-04-30,2559,4.802721088435374
Bareilly,2025-08-31,1585,0.7006437768240343
Bareilly,2025-10-31,1307,0.2652468538238142
Bareilly,2025-12-31,2218,0.49763673193787983
Bargarh,2025-06-30,236,2.6307692307692307
Bargarh,2025-08-31,255,0.9767441860465116
Bargarh,2025-10-31,324,2.5217391304347827
Barmer,2025-03-31,475,0.3013698630136987
Barmer,2025-06-30,462,2.3970588235294117
Barmer,2025-12-31,664,2.513227513227513
Barnala,2025-04-30,79,0.6808510638297873
Barnala,2025-05-31,131,0.6582278481012658
Barnala,2025-07-31,108,0.6615384615384616
Barnala,2025-10-31,158,7.315789473684211
Barnala,2025-12-31,211,1.2688172043010755
Barpeta,2025-04-30,613,0.2797494780793319
Barpeta,2025-08-31,793,2.5560538116591927
Barpeta,2025-12-31,325,0.30000000000000004
Barwani,2025-03-31,310,0.35371179039301315
Barwani,2025-06-30,266,1.9887640449438204
Barwani,2025-08-31,322,0.4122807017543859
Barwani,2025-10-31,427,0.4930069930069929
Bastar,2025-03-31,666,0.6860759493670887
Bastar,2025-06-30,265,2.8970588235294117
Bastar,2025-08-31,918,44.9
Bastar,2025-10-31,974,8.018518518518519
Bastar,2025-12-31,593,0.8647798742138364
Basti,2025-04-30,809,1.2409972299168976
Basti,2025-06-30,1006,1.994047619047619
Basti,2025-08-31,686,1.628352490421456
Bathinda,2025-03-31,344,1.774193548387097
Bathinda,2025-06-30,506,3.9607843137254903
Bathinda,2025-08-31,312,4.379310344827586
Bathinda,2025-12-31,124,0.34782608695652173
Baudh,2025-06-30,14,6.0
Baudh,2025-08-31,12,1.4
Baudh,2025-10-31,17,1.125
Beawar,2025-07-31,4,1.0
Beawar,2025-09-30,2,1.0
Beawar,2025-10-31,9,3.5
Beed,2025-03-31,819,0.8200000000000001
Beed,2025-04-30,2029,1.4774114774114775
Beed,2025-06-30,2421,6.73482428115016
Beed,2025-10-31,2213,3.3821782178217825
Beed,2025-12-31,2909,0.9406270847231488
Begusarai,2025-08-31,1254,3.6273062730627306
Belagavi,2025-03-31,428,0.562043795620438
Belagavi,2025-05-31,349,0.5240174672489082
Belagavi,2025-06-30,512,0.46704871060171915
Belagavi,2025-08-31,453,2.2357142857142858
Belgaum,2025-03-31,588,0.2951541850220265
Belgaum,2025-06-30,708,0.5
Belgaum,2025-08-31,385,0.7660550458715596
Belgaum,2025-10-31,490,0.37254901960784315
Bellary,2025-05-31,279,0.576271186440678
Bellary,2025-08-31,240,4.853658536585366
Bellary,2025-10-31,161,0.5046728971962617
Bellary,2025-11-30,269,0.670807453416149
Bemetara,2025-03-31,398,0.8685446009389672
Bemetara,2025-08-31,599,22.96
Bengaluru,2025-03-31,2165,0.35481852315394247
Bengaluru,2025-05-31,2378,1.3382497541789578
Bengaluru,2025-08-31,1222,0.6693989071038251
Bengaluru,2025-10-31,1413,0.3444338725023788
Bengaluru Rural,2025-03-31,5,4.0
Bengaluru South,2025-03-31,53,1.12
Bengaluru South,2025-05-31,40,1.1052631578947367
Bengaluru South,2025-06-30,53,0.32499999999999996
Bengaluru South,2025-08-31,46,6.666666666666667
Bengaluru South,2025-10-31,31,0.40909090909090917
Bengaluru South,2025-11-30,95,2.064516129032258
Betul,2025-03-31,278,1.673076923076923
Betul,2025-05-31,102,0.3421052631578947
Betul,2025-08-31,309,1.710526315789474
Betul,2025-10-31,449,0.4437299035369775
Betul,2025-12-31,230,0.6788321167883211
Bhabua,2025-08-31,2,1.0
Bhabua,2025-09-30,4,1.0
Bhabua,2025-11-30,3,2.0
Bhadohi,2025-04-30,68,1.193548387096774
Bhadohi,2025-08-31,37,0.27586206896551735
Bhadohi,2025-09-30,55,0.4864864864864864
Bhadohi,2025-10-31,70,0.2727272727272727
Bhadohi,2025-12-31,90,1.25
Bhadradri Kothagudem,2025-04-30,205,4.256410256410256
Bhadradri Kothagudem,2025-06-30,517,1.5097087378640777
Bhadradri Kothagudem,2025-08-31,341,2.7888888888888888
Bhadradri Kothagudem,2025-11-30,251,0.5304878048780488
Bhadrak,2025-03-31,392,0.5076923076923077
Bhadrak,2025-06-30,457,2.939655172413793
Bhadrak,2025-08-31,263,0.8013698630136987
Bhadrak,2025-10-31,283,1.9789473684210526
Bhagalpur,2025-03-31,1988,0.42611190817790523
Bhagalpur,2025-08-31,1520,0.4380321665089877
Bhagalpur,2025-12-31,939,0.7486033519553073
Bhandara,2025-04-30,405,0.3682432432432432
Bhandara,2025-06-30,563,11.511111111111111
Bhandara,2025-08-31,397,0.4981132075471697
Bhandara,2025-10-31,601,3.9262295081967213
Bhandara,2025-12-31,782,3.273224043715847
Bharatpur,2025-03-31,792,0.6262833675564681
Bharatpur,2025-08-31,754,1.1982507288629738
Bharatpur,2025-12-31,555,0.6371681415929205
Bharuch,2025-05-31,322,0.5260663507109005
Bharuch,2025-11-30,476,1.5591397849462365
Bhavnagar,2025-12-31,604,0.7558139534883721
Bhilwara,2025-06-30,480,0.3793103448275863
Bhilwara,2025-08-31,663,0.5490654205607477
Bhilwara,2025-12-31,645,1.6434426229508197
Bhind,2025-03-31,327,1.4044117647058822
Bhind,2025-06-30,261,0.5818181818181818
Bhind,2025-08-31,434,0.9817351598173516
Bhind,2025-12-31,427,0.5359712230215827
Bhiwani,2025-05-31,273,1.0073529411764706
Bhiwani,2025-08-31,183,2.267857142857143
Bhiwani,2025-10-31,218,2.5161290322580645
Bhiwani,2025-11-30,402,0.8440366972477065
Bhojpur,2025-04-30,1298,0.25531914893617014
Bhojpur,2025-06-30,1371,0.4192546583850931
Bhojpur,2025-08-31,2422,2.0814249363867683
Bhojpur,2025-10-31,1130,0.25835189309576845
Bhopal,2025-03-31,781,2.471111111111111
Bhopal,2025-12-31,413,0.28260869565217384
Bid,2025-04-30,168,2.7333333333333334
Bid,2025-06-30,193,9.157894736842104
Bid,2025-08-31,183,5.535714285714286
Bid,2025-10-31,112,1.7999999999999998
Bid,2025-12-31,256,6.529411764705882
Bidar,2025-03-31,466,1.647727272727273
Bidar,2025-08-31,249,1.5408163265306123
Bidar,2025-11-30,276,1.4642857142857144
Bijapur,2025-03-31,549,0.4113110539845759
Bijapur,2025-08-31,379,1.6503496503496504
Bijapur,2025-12-31,352,0.8823529411764706
Bijnor,2025-04-30,1560,0.8181818181818181
Bijnor,2025-06-30,2184,1.563380281690141
Bijnor,2025-08-31,1916,0.5887230514096187
Bijnor,2025-11-30,1171,0.3616279069767443
Bijnor,2025-12-31,2757,1.354397950469684
Bikaner,2025-03-31,344,0.764102564102564
Bikaner,2025-07-31,306,0.8545454545454545
Bikaner,2025-10-31,297,0.7167630057803469
Bikaner,2025-12-31,440,2.8596491228070176
Bilaspur,2025-03-31,1607,0.7895322939866369
Bilaspur,2025-07-31,843,0.5
Bilaspur,2025-08-31,1292,0.5326215895610913
Bilaspur,2025-10-31,1119,1.17704280155642
Birbhum,2025-04-30,1549,5.0984251968503935
Birbhum,2025-06-30,2154,2.0859598853868193
Birbhum,2025-08-31,1708,0.8267379679144384
Birbhum,2025-11-30,1165,0.3452655889145497
Birbhum,2025-12-31,2574,1.2094420600858369
Bishnupur,2025-06-30,1093,56.526315789473685
Bishnupur,2025-11-30,515,12.91891891891892
Biswanath,2025-06-30,57,0.3902439024390243
Biswanath,2025-12-31,126,3.666666666666667
Bokaro,2025-06-30,585,1.0103092783505154
Bokaro,2025-08-31,383,1.7553956834532376
Bokaro,2025-09-30,482,0.25848563968668414
Bokaro,2025-11-30,614,2.449438202247191
Bongaigaon,2025-04-30,210,1.9577464788732395
Bongaigaon,2025-08-31,350,3.794520547945205
Bongaigaon,2025-11-30,281,0.9246575342465753
Botad,2025-06-30,77,1.0810810810810811
Botad,2025-09-30,59,3.5384615384615383
Botad,2025-12-31,57,2.8
Boudh,2025-06-30,100,2.0303030303030303
Boudh,2025-08-31,72,5.545454545454546
Boudh,2025-10-31,88,0.9555555555555555
Budaun,2025-03-31,745,0.9761273209549071
Budaun,2025-04-30,1097,0.47248322147651
Budaun,2025-06-30,1413,2.019230769230769
Budaun,2025-08-31,1290,1.3076923076923075
Budaun,2025-12-31,1623,0.5711519845111326
Budgam,2025-06-30,87,3.1428571428571432
Budgam,2025-09-30,57,0.42500000000000004
Budgam,2025-10-31,72,0.26315789473684204
Budgam,2025-12-31,53,0.606060606060606
Bulandshahar,2025-03-31,4,1.0
Bulandshahar,2025-04-30,10,1.5
Bulandshahar,2025-06-30,13,0.30000000000000004
Bulandshahar,2025-09-30,6,1.0
Bulandshahar,2025-11-30,7,0.3999999999999999
Bulandshahar,2025-12-31,20,1.8571428571428572
Bulandshahr,2025-04-30,1347,1.61046511627907
Bulandshahr,2025-06-30,1453,0.40386473429951697
Bulandshahr,2025-08-31,1037,0.3329048843187661
Bulandshahr,2025-10-31,1154,0.8673139158576051
Bulandshahr,2025-12-31,1110,0.5395284327323162
Buldana,2025-02-28,75,0.5306122448979591
Buldana,2025-03-31,169,1.2533333333333334
Buldana,2025-04-30,714,3.224852071005917
Buldana,2025-06-30,360,4.538461538461538
Buldana,2025-10-31,436,6.389830508474576
Buldana,2025-12-31,638,0.4241071428571428
Buldhana,2025-03-31,701,0.9858356940509916
Buldhana,2025-04-30,1471,1.0984308131241085
Buldhana,2025-06-30,1415,6.293814432989691
Buldhana,2025-10-31,1329,4.906666666666666
Bundi,2025-04-30,272,0.7435897435897436
Bundi,2025-07-31,132,0.4042553191489362
Bundi,2025-08-31,243,0.8409090909090908
Bundi,2025-12-31,587,4.336363636363636
Burhanpur,2025-03-31,207,102.5
Burhanpur,2025-06-30,29,13.5
Burhanpur,2025-07-31,74,1.5517241379310347
Burhanpur,2025-08-31,124,0.6756756756756757
Burhanpur,2025-10-31,200,1.0833333333333335
Burhanpur,2025-12-31,38,0.8999999999999999
Buxar,2025-08-31,1076,4.461928934010152
Buxar,2025-12-31,438,0.5051546391752577
Cachar,2025-03-31,619,0.2842323651452283
Cachar,2025-06-30,394,0.4432234432234432
Cachar,2025-08-31,566,0.9121621621621621
Cachar,2025-10-31,561,2.3795180722891565
Cachar,2025-12-31,409,0.28616352201257866
Central Delhi,2025-03-31,270,0.9014084507042253
Central Delhi,2025-05-31,168,0.38842975206611574
Central Delhi,2025-06-30,244,0.45238095238095233
Central Delhi,2025-10-31,189,0.6875
Central Delhi,2025-12-31,274,1.8247422680412373
Chamarajanagar,2025-02-28,13,0.30000000000000004
Chamarajanagar,2025-05-31,18,0.5
Chamarajanagar,2025-06-30,29,0.6111111111111112
Chamarajanagar,2025-10-31,10,2.3333333333333335
Chamarajanagar,2025-12-31,27,1.7000000000000002
Chamarajanagar *,2025-06-30,2,1.0
Chamarajanagar *,2025-11-30,3,2.0
Chamba,2025-06-30,147,0.5806451612903225
Chamba,2025-08-31,116,0.4871794871794872
Chamba,2025-10-31,119,0.3999999999999999
Chamba,2025-12-31,172,0.7916666666666667
Chamoli,2025-06-30,115,2.1944444444444446
Chamoli,2025-08-31,118,1.8780487804878048
Chamoli,2025-12-31,179,5.884615384615385
Champawat,2025-04-30,133,6.0
Champawat,2025-07-31,123,1.7954545454545454
Champawat,2025-12-31,165,0.9879518072289157
Champhai,2025-03-31,32,0.6000000000000001
Champhai,2025-05-31,13,2.25
Champhai,2025-06-30,55,3.230769230769231
Champhai,2025-10-31,12,1.0
Chamrajanagar,2025-03-31,136,0.3600000000000001
Chamrajanagar,2025-05-31,120,0.4285714285714286
Chamrajanagar,2025-06-30,164,0.3666666666666667
Chamrajanagar,2025-08-31,105,2.5
Chamrajanagar,2025-10-31,124,0.4252873563218391
Chamrajnagar,2025-04-30,33,1.75
Chamrajnagar,2025-06-30,19,0.3571428571428572
Chamrajnagar,2025-08-31,28,1.7999999999999998
Chamrajnagar,2025-10-31,17,0.7
Chamrajnagar,2025-11-30,22,0.2941176470588236
Chamrajnagar,2025-12-31,40,0.8181818181818181
Chandauli,2025-03-31,605,0.3534675615212528
Chandauli,2025-04-30,935,0.5454545454545454
Chandauli,2025-06-30,844,0.7050505050505051
Chandauli,2025-08-31,1170,0.7754172989377845
Chandauli,2025-12-31,1405,1.1127819548872182
Chandel,2025-03-31,158,38.5
Chandel,2025-06-30,272,1.2479338842975207
Chandel,2025-10-31,79,6.9
Chandel,2025-11-30,317,3.0126582278481013
Chandigarh,2025-03-31,452,0.4819672131147541
Chandigarh,2025-06-30,271,0.6035502958579881
Chandigarh,2025-08-31,311,0.9437500000000001
Chandigarh,2025-10-31,291,0.32272727272727275
Chandigarh,2025-12-31,325,1.7083333333333335
Chandrapur,2025-03-31,448,2.223021582733813
Chandrapur,2025-04-30,1739,2.8816964285714284
Chandrapur,2025-06-30,1347,1.8782051282051282
Chandrapur,2025-08-31,2199,0.4562913907284769
Chandrapur,2025-10-31,2231,8.413502109704641
Chandrapur,2025-12-31,2714,1.3599999999999999
Changlang,2025-05-31,84,6.0
Changlang,2025-07-31,134,1.7346938775510203
Changlang,2025-12-31,97,1.2045454545454546
Charaideo,2025-03-31,200,2.7735849056603774
Charaideo,2025-06-30,112,0.4736842105263157
Charaideo,2025-08-31,176,2.3207547169811322
Charaideo,2025-10-31,56,1.6666666666666665
