district,date,total_demand,growth_rate
Jabalpur,2025-09-30,2279,4.4261904761904765
Garhwa *,2025-10-31,244,4.4222222222222225
Jayashankar Bhupalpally,2025-09-30,853,4.364779874213837
Senapati,2025-10-31,1998,4.35656836461126
Nizamabad,2025-09-30,2367,4.248337028824833
Shupiyan,2025-10-31,283,4.2407407407407405
Bhandara,2025-10-31,2928,4.228571428571429
Ananthapuramu,2025-05-31,2926,4.142355008787346
Gautam Buddha Nagar,2025-07-31,7723,4.1315614617940195
Hyderabad,2025-06-30,7357,4.119693806541406
Karnal,2025-05-31,3931,4.046213093709884
Purba Medinipur,2025-09-30,3803,4.0370860927152314
Raichur,2025-07-31,1377,4.025547445255475
Mohalla-Manpur-Ambagarh Chowki,2025-10-31,5,4.0
Mangan,2025-10-31,5,4.0
Pathanamthitta,2025-09-30,909,3.9945054945054945
Alipurduar,2025-09-30,668,3.9850746268656714
Chandrapur,2025-10-31,7405,3.973136333109469
Yavatmal,2025-09-30,2951,3.885761589403973
Solapur,2025-10-31,15236,3.880204996796925
Ukhrul,2025-11-30,2443,3.87624750499002
Imphal West,2025-11-30,7781,3.8269230769230766
North West Delhi,2025-04-30,9136,3.793284365162644
Bishnupur,2025-10-31,4386,3.788209606986899
Buldana,2025-10-31,1862,3.7743589743589743
Bikaner,2025-05-31,2455,3.766990291262136
Rajouri,2025-04-30,509,3.7570093457943923
Rajkot,2025-05-31,7208,3.701891715590346
Dakshin Dinajpur,2025-09-30,5106,3.646041856232939
Y. S. R,2025-07-31,1835,3.633838383838384
Shahdara,2025-04-30,1197,3.5687022900763354
Chandel,2025-10-31,971,3.5162790697674415
Pherzawl,2025-10-31,18,3.5
Pulwama,2025-10-31,711,3.4437499999999996
Washim,2025-10-31,2938,3.4246987951807233
Sonipat,2025-09-30,808,3.415300546448087
Bid,2025-10-31,932,3.375586854460094
Chumukedima,2025-10-31,175,3.375
Buldhana,2025-10-31,7015,3.370716510903427
Nandurbar,2025-10-31,2786,3.3395638629283493
Raipur,2025-09-30,2308,3.3383458646616537
Jehanabad,2025-09-30,2962,3.3240875912408763
Dhule,2025-10-31,4932,3.3187390542907185
Lower Dibang Valley,2025-10-31,69,3.3125
Hoshiarpur,2025-07-31,832,3.3108808290155443
Shamli,2025-05-31,2995,3.296987087517934
Beawar,2025-12-31,64,3.2666666666666666
Kawardha,2025-10-31,2842,3.216617210682492
Hasan,2025-09-30,370,3.204545454545454
Niuland,2025-10-31,21,3.2
Kotputli-Behror,2025-12-31,63,3.2
Ratlam,2025-07-31,4216,3.1908548707753477
Narayanpet,2025-09-30,1023,3.1755102040816325
Yamuna Nagar,2025-07-31,1436,3.16231884057971
Anuppur,2025-09-30,818,3.1105527638190953
Karnal,2025-10-31,1345,3.100609756097561
Surguja,2025-05-31,2059,3.0853174603174605
K.v. Rangareddy,2025-07-31,4416,3.0476626947754353
Hnahthial,2025-12-31,4,3.0
Mahrajganj,2025-12-31,4,3.0
nadia,2025-10-31,4,3.0
South 24 pargana,2025-10-31,4,3.0
Dibang Valley,2025-10-31,8,3.0
Muzaffarnagar,2025-09-30,4521,2.9762532981530345
Hailakandi,2025-09-30,937,2.9703389830508473
Mahabubabad,2025-09-30,963,2.8830645161290325
Belagavi,2025-06-30,533,2.8345323741007196
Janjgir Champa,2025-12-31,19,2.8
Janjgir-champa,2025-10-31,5547,2.7993150684931507
Mumbai Suburban,2025-07-31,4456,2.7666948436179206
Siddipet,2025-09-30,2207,2.766211604095563
Nandurbar *,2025-10-31,64,2.764705882352941
Balotra,2025-12-31,86,2.739130434782609
Gondiya,2025-10-31,4386,2.7201017811704835
Nandurbar,2025-05-31,1386,2.715817694369973
Raigarh,2025-09-30,4455,2.706322795341098
Sirsa,2025-10-31,2351,2.6849529780564265
Jalna,2025-10-31,6039,2.640144665461121
Tiruvannamalai,2025-09-30,3110,2.620488940628638
Bandipore,2025-10-31,621,2.61046511627907
Pratapgarh,2025-09-30,7151,2.597082494969819
Y. S. R,2025-04-30,667,2.586021505376344
Bajali,2025-12-31,86,2.5833333333333335
Bhiwani,2025-09-30,688,2.5833333333333335
Krishna,2025-05-31,1929,2.52007299270073
West Godavari,2025-05-31,1448,2.5145631067961167
chittoor,2025-11-30,7,2.5
Kishanganj,2025-09-30,13693,2.4868856633562517
Shajapur,2025-06-30,1765,2.4812623274161734
Sheikhpura,2025-09-30,2853,2.462378640776699
Sirmaur,2025-06-30,1534,2.431767337807606
Salumbar,2025-11-30,24,2.4285714285714284
Jalore,2025-11-30,64,2.3684210526315788
Madurai,2025-09-30,3473,2.362052274927396
Annamayya,2025-06-30,1847,2.352087114337568
South Delhi,2025-06-30,9563,2.3227936066712993
Doda,2025-10-31,604,2.318681318681319
Latur,2025-10-31,6534,2.3016675088428498
Krishna,2025-09-30,3314,2.2942345924453282
Fatehabad,2025-10-31,1299,2.288607594936709
Haveri,2025-06-30,3159,2.2735751295336786
Anantnag,2025-10-31,1466,2.2723214285714284
Ballari,2025-05-31,496,2.263157894736842
Phalodi,2025-12-31,26,2.25
Panch Mahals,2025-10-31,26,2.25
Pherzawl,2025-12-31,13,2.25
Nagpur,2025-09-30,3642,2.248884924174844
Guntur,2025-09-30,3436,2.2445703493862132
Khammam,2025-09-30,3315,2.2436399217221137
Ahmadnagar,2025-10-31,11187,2.2435488547405047
Satara,2025-10-31,5674,2.1930219471018573
Barddhaman,2025-09-30,10746,2.168976703037452
Samstipur,2025-10-31,38,2.1666666666666665
Sindhudurg,2025-10-31,1989,2.152139461172742
Bongaigaon,2025-09-30,1302,2.1449275362318843
Shi-yomi,2025-11-30,22,2.142857142857143
Ferozepur,2025-07-31,1586,2.1405940594059407
Guntur,2025-06-30,5160,2.1310679611650487
Dima Hasao,2025-12-31,25,2.125
Chitradurga,2025-09-30,1007,2.1176470588235294
Tuensang,2025-10-31,395,2.1102362204724407
Seraikela-Kharsawan,2025-09-30,975,2.105095541401274
Yavatmal,2025-10-31,9136,2.095899695018638
Cooch Behar,2025-09-30,6930,2.0923694779116464
Washim *,2025-10-31,52,2.0588235294117645
Jalgaon,2025-10-31,10032,2.04
Ananthapur,2025-10-31,1718,2.0299823633156966
Jodhpur,2025-09-30,2552,2.023696682464455
North Delhi,2025-07-31,4466,2.0216508795669825
Jhunjhunun,2025-09-30,1613,2.0205992509363297
Puruliya,2025-09-30,9734,2.018294573643411
Wardha,2025-10-31,1267,2.0166666666666666
Saitual,2025-10-31,12,2.0
hooghly,2025-10-31,3,2.0
Bardez,2025-10-31,3,2.0
K.V.Rangareddy,2025-10-31,30,2.0
Dharwad,2025-07-31,2016,1.9866666666666668
East Godavari,2025-09-30,3226,1.9787626962142197
Korba,2025-10-31,3222,1.9586776859504131
Kancheepuram,2025-09-30,4608,1.9481765834932823
West Godavari,2025-09-30,3068,1.9330783938814533
Udhampur,2025-10-31,713,1.9102040816326529
Rangareddi,2025-10-31,1558,1.9013035381750467
Ananthapuramu,2025-07-31,2159,1.8863636363636362
Nalgonda,2025-09-30,4757,1.884778653729533
Ahmed Nagar,2025-10-31,308,1.8785046728971961
Kolhapur,2025-10-31,6580,1.8758741258741258
Tiruppur,2025-09-30,2774,1.8746113989637307
Raisen,2025-05-31,884,1.8701298701298703
Jind,2025-10-31,1599,1.8553571428571427
Jamui,2025-09-30,3728,1.8523335883703136
Mammit,2025-10-31,57,1.85
Bagalkot,2025-09-30,1175,1.845036319612591
Murshidabad,2025-06-30,7172,1.8426476416963933
Chennai,2025-09-30,4445,1.838441890166028
Akola,2025-10-31,2795,1.8375634517766497
Chhotaudepur,2025-09-30,376,1.8270676691729322
Sonipat,2025-04-30,5551,1.8220640569395017
Nashik,2025-10-31,11537,1.818026380068393
Seoni,2025-06-30,1846,1.8140243902439024
Sundargarh,2025-09-30,424,1.8079470198675498
Khairthal-Tijara,2025-12-31,129,1.8043478260869565
Gurdaspur,2025-07-31,5232,1.797860962566845
Ludhiana,2025-09-30,3077,1.7972727272727274
North,2025-11-30,39,1.7857142857142856
Dakshin Bastar Dantewada,2025-10-31,242,1.7816091954022988
Srikakulam,2025-05-31,1409,1.7790927021696255
JAJPUR,2025-09-30,677,1.7745901639344264
Palghar,2025-10-31,6116,1.7661691542288556
Jangoan,2025-09-30,1164,1.7648456057007125
Bagalkot *,2025-10-31,118,1.744186046511628
Korba,2025-07-31,3889,1.7368050668543278
Sibsagar,2025-09-30,498,1.7362637362637363
Ramban,2025-10-31,309,1.7345132743362832
Noklak,2025-12-31,30,1.727272727272727
Vijayapura,2025-09-30,794,1.7191780821917808
Agra,2025-09-30,5220,1.71875
Tiruvallur,2025-09-30,4254,1.7112810707456978
Seoni,2025-07-31,4994,1.7053087757313108
Aurangabad,2025-09-30,7223,1.7001869158878504
Parvathipuram Manyam,2025-10-31,456,1.6823529411764704
Faridabad,2025-06-30,5540,1.6802128688921143
The Dangs,2025-05-31,525,1.6785714285714284
Balaghat,2025-05-31,2740,1.67578125
West Jaintia Hills,2025-10-31,334,1.6720000000000002
Dindori,2025-06-30,4261,1.6697994987468672
Ukhrul,2025-10-31,501,1.6648936170212765
Sirmaur,2025-05-31,447,1.6607142857142856
Udalguri,2025-09-30,613,1.6536796536796539
Mansa,2025-10-31,1180,1.6280623608017817
Ahmed Nagar,2025-11-30,806,1.616883116883117
Washim *,2025-11-30,136,1.6153846153846154
Tamulpur District,2025-10-31,99,1.6052631578947367
Sribhumi,2025-10-31,302,1.603448275862069
Chhatarpur,2025-06-30,2159,1.6012048192771084
Gondia,2025-10-31,91,1.6
Churachandpur,2025-10-31,1196,1.6
Kurnool,2025-10-31,5945,1.5892857142857144
Nirmal,2025-09-30,1491,1.584055459272097
Deeg,2025-11-30,18,1.5714285714285716
Valsad,2025-09-30,1301,1.5711462450592886
Ghaziabad,2025-09-30,5084,1.565085771947528
Patiala,2025-07-31,5001,1.559365404298874
Washim,2025-11-30,7503,1.5537780803267527
Amravati,2025-10-31,4166,1.5526960784313726
Cuddapah,2025-10-31,4859,1.5439790575916232
Pashchimi Singhbhum,2025-10-31,668,1.5399239543726235
Hapur,2025-11-30,2750,1.5392428439519854
Jashpur,2025-10-31,2597,1.5361328125
Nalbari,2025-09-30,737,1.5239726027397262
Kanker,2025-12-31,2027,1.5148883374689825
Bhiwani,2025-10-31,1722,1.5029069767441858
Hawrah,2025-11-30,5,1.5
Medinipur,2025-11-30,15,1.5
Jorhat,2025-10-31,1397,1.494642857142857
Jashpur,2025-06-30,3717,1.4912868632707776
Chirang,2025-10-31,841,1.4881656804733727
Malkangiri,2025-09-30,1042,1.4868735083532219
Kokrajhar,2025-10-31,1049,1.485781990521327
Sri Sathya Sai,2025-05-31,974,1.4846938775510203
Bilaspur,2025-06-30,7296,1.4807888473308397
Belagavi,2025-09-30,1322,1.480300187617261
Sangli,2025-10-31,3751,1.4645203679369252
Mahabub Nagar,2025-10-31,1005,1.4632352941176472
Tinsukia,2025-10-31,2568,1.457416267942584
Srinagar,2025-10-31,2127,1.453287197231834
Barpeta,2025-07-31,2001,1.4522058823529411
Golaghat,2025-10-31,1624,1.4421052631578948
Ratnagiri,2025-10-31,3081,1.4375
Bilaspur,2025-09-30,2716,1.4336917562724016
Alappuzha,2025-09-30,1269,1.4310344827586206
Ahmedabad,2025-09-30,6336,1.4303797468354431
Chamarajanagar,2025-10-31,102,1.4285714285714284
Ananthapuramu,2025-10-31,1622,1.4281437125748502
Ganderbal,2025-12-31,467,1.4196891191709846
Balrampur,2025-09-30,5868,1.4177997527812112
Satna,2025-09-30,2487,1.4169096209912535
Raisen,2025-09-30,1222,1.4150197628458496
Guna,2025-07-31,4413,1.4101583833970506
Kurung Kumey,2025-11-30,24,1.4
Chatrapati Sambhaji Nagar,2025-12-31,321,1.3955223880597014
Betul,2025-07-31,1955,1.3929008567931458
Raigarh,2025-10-31,10618,1.3833894500561166
New Delhi,2025-12-31,228,1.375
Karimganj,2025-10-31,2525,1.3620205799812908
Sri Sathya Sai,2025-09-30,453,1.359375
Palwal,2025-10-31,2283,1.3584710743801653
Devbhumi Dwarka,2025-09-30,285,1.3553719008264462
Jhalawar,2025-09-30,2058,1.3546910755148742
Ukhrul,2025-09-30,188,1.35
Saharanpur,2025-09-30,5905,1.3488464598249803
Vikarabad,2025-06-30,1913,1.3386308068459658
Surguja,2025-09-30,2315,1.3383838383838382
Nawanshahr,2025-10-31,278,1.3361344537815127
Janjgir Champa,2025-10-31,14,1.3333333333333335
Sonipat,2025-10-31,1884,1.3316831683168315
North Delhi,2025-04-30,6207,1.329080675422139
Sepahijala,2025-10-31,781,1.3175074183976263
Kishtwar,2025-10-31,162,1.3142857142857145
Jalgaon,2025-09-30,3300,1.3141654978962132
Yavatmal,2025-11-30,21137,1.313594570928196
Dhalai  *,2025-12-31,37,1.3125
East Kameng,2025-12-31,67,1.3103448275862069
Puri,2025-09-30,1609,1.3018597997138768
NUAPADA,2025-10-31,23,1.2999999999999998
Vizianagaram,2025-09-30,1650,1.298050139275766
Khunti,2025-10-31,1171,1.287109375
Nagaur,2025-09-30,1976,1.279123414071511
Nagpur,2025-10-31,8285,1.2748489840746844
Banas Kantha,2025-10-31,25,1.272727272727273
Jhajjar,2025-10-31,1252,1.2681159420289854
Hisar,2025-10-31,2593,1.2666083916083917
Majuli,2025-12-31,183,1.259259259259259
West Khasi Hills,2025-10-31,417,1.2540540540540541
Baramula,2025-10-31,1279,1.2478031634446398
South Andaman,2025-10-31,155,1.246376811594203
Ramgarh,2025-10-31,1435,1.2386895475819033
Wardha,2025-11-30,2835,1.2375690607734806
Solan,2025-09-30,514,1.2347826086956522
Lohit,2025-11-30,143,1.234375
Bijnor,2025-09-30,6969,1.2322229340166562
Peddapalli,2025-09-30,520,1.2317596566523603
Eluru,2025-10-31,883,1.2297979797979797
South West Delhi,2025-09-30,3014,1.2292899408284024
South Garo Hills,2025-10-31,200,1.2222222222222223
Moga,2025-09-30,912,1.218978102189781
Andamans,2025-11-30,51,1.2173913043478262
Koderma,2025-10-31,791,1.215686274509804
Ambala,2025-05-31,1433,1.2080123266563945
Narmada,2025-09-30,498,1.2035398230088497
Anantapur,2025-10-31,3659,1.2028898254063818
Mandya,2025-10-31,1775,1.1995043370508056
Chengalpattu,2025-10-31,1255,1.1940559440559442
Mahbubnagar,2025-10-31,701,1.1906249999999998
Dhubri,2025-09-30,4102,1.1877333333333335
Kupwara,2025-10-31,1299,1.1831932773109242
Dhubri,2025-12-31,4377,1.1819541375872382
Nellore,2025-10-31,3651,1.1810035842293907
Kalimpong,2025-09-30,124,1.1754385964912282
Ashok Nagar,2025-04-30,2682,1.17165991902834
Shupiyan,2025-12-31,551,1.1692913385826773
Bengaluru South,2025-10-31,258,1.1680672268907561
Surajpur,2025-09-30,1490,1.1656976744186047
Thane,2025-10-31,16778,1.1654620547237995
Chittoor,2025-10-31,6279,1.1651724137931034
Kalaburagi,2025-09-30,850,1.162849872773537
Nandyal,2025-05-31,1484,1.1601164483260553
Chamrajanagar,2025-10-31,857,1.158690176322418
Jiribam,2025-10-31,209,1.1546391752577319
Prakasam,2025-10-31,5743,1.1493263473053892
Kamareddy,2025-10-31,1904,1.144144144144144
Budgam,2025-10-31,300,1.1428571428571428
Aurangabad,2025-10-31,15477,1.1427384743181506
Hassan,2025-10-31,1400,1.140672782874618
Warangal Urban,2025-12-31,566,1.1358490566037736
Thiruvarur,2025-09-30,1716,1.1343283582089554
Barwani,2025-12-31,2039,1.1328451882845187
Sangli,2025-11-30,7998,1.1322314049586777
Ramanagar,2025-07-31,842,1.131645569620253
Mahendragarh,2025-10-31,1128,1.1283018867924528
Dibang Valley,2025-11-30,17,1.125
Vikarabad,2025-09-30,4060,1.1223209618400416
Chandrapur,2025-09-30,1489,1.1210826210826212
Pilibhit,2025-07-31,8719,1.1188335358444714
Kota,2025-07-31,2038,1.1185031185031185
NUAPADA,2025-12-31,36,1.1176470588235294
Bangalore,2025-10-31,3530,1.1175764847030596
Sahibganj,2025-11-30,199,1.1170212765957448
Saiha,2025-10-31,146,1.1159420289855073
Ahmadnagar,2025-11-30,23617,1.1111111111111112
Jamtara,2025-10-31,1871,1.1093573844419393
Chamarajanagar,2025-12-31,97,1.108695652173913
Vizianagaram,2025-10-31,3471,1.1036363636363635
Palakkad,2025-10-31,3293,1.102809706257982
Dakshina Kannada,2025-10-31,2933,1.1010028653295127
Samba,2025-10-31,170,1.0987654320987654
Kulgam,2025-10-31,195,1.096774193548387
Lakshadweep,2025-10-31,88,1.0952380952380953
Alappuzha,2025-10-31,2655,1.0921985815602837
Idukki,2025-10-31,1092,1.0919540229885056
Buldhana,2025-11-30,14673,1.0916607270135423
West Tripura,2025-09-30,1533,1.0828804347826089
Jalpaiguri,2025-09-30,13040,1.0780876494023905
Mon,2025-10-31,378,1.076923076923077
Ballari,2025-10-31,783,1.076923076923077
Chittorgarh,2025-09-30,1692,1.0709914320685434
Bhadradri Kothagudem,2025-10-31,2752,1.064516129032258
Belgaum,2025-10-31,3306,1.0636704119850187
Datia,2025-05-31,2622,1.06294256490952
Akola,2025-11-30,5736,1.0522361359570662
Rewari,2025-09-30,849,1.0507246376811592
Thrissur,2025-09-30,2272,1.045004500450045
Gumla,2025-12-31,3060,1.0427236315086783
Kulgam,2025-12-31,557,1.0402930402930401
Haveri,2025-10-31,1664,1.03671970624235
Gwalior,2025-05-31,3771,1.033980582524272
Kodagu,2025-10-31,789,1.0335051546391751
Leh,2025-10-31,136,1.0298507462686568
Dantewada,2025-11-30,213,1.0285714285714285
Bilaspur,2025-10-31,5506,1.0272459499263622
Ernakulam,2025-10-31,4376,1.0268642890226958
Jangaon,2025-10-31,77,1.026315789473684
Imphal West,2025-10-31,1612,1.0200501253132832
Mokokchung,2025-10-31,202,1.02
Gulbarga,2025-10-31,1532,1.0157894736842104
Mewat,2025-06-30,2033,1.0148662041625371
Sibsagar,2025-10-31,1003,1.0140562248995986
Dhanbad,2025-10-31,3820,1.0137058513442279
Sahebganj,2025-10-31,3490,1.0103686635944702
Jhunjhunu,2025-11-30,223,1.009009009009009
Raigad,2025-12-31,2249,1.0080357142857141
Suryapet,2025-09-30,2166,1.0074142724745134
Sitamarhi,2025-09-30,7481,1.006706008583691
Etah,2025-09-30,3650,1.0054945054945055
Medchal?malkajgiri,2025-11-30,2,1.0
Rajauri,2025-12-31,2,1.0
ANGUL,2025-10-31,2,1.0
Kolasib,2025-12-31,100,1.0
Sheikpura,2025-12-31,6,1.0
Lahaul and Spiti,2025-10-31,4,1.0
South DumDum(M),2025-12-31,2,1.0
Lahaul and Spiti,2025-12-31,10,1.0
Tirupathur,2025-12-31,10,1.0
Hooghiy,2025-12-31,2,1.0
Hawrah,2025-10-31,2,1.0
Bareilly,2025-07-31,7227,0.9991701244813278
East Nimar,2025-09-30,459,0.9956521739130435
Chhatrapati Sambhajinagar,2025-12-31,983,0.9939148073022313
East Garo Hills,2025-10-31,321,0.9937888198757765
Adilabad,2025-09-30,2933,0.985781990521327
Uttar Dinajpur,2025-05-31,5621,0.9855174849876369
Anakapalli,2025-12-31,814,0.9853658536585366
Kasargod,2025-10-31,133,0.9850746268656716
Panchkula,2025-10-31,1139,0.9843205574912892
Murshidabad,2025-09-30,18515,0.9840334333476211
Sepahijala,2025-12-31,1072,0.9815157116451017
Janjgir-champa,2025-07-31,3755,0.9773565034228542
Sagar,2025-07-31,3358,0.9764567392583874
Pune,2025-09-30,9183,0.9739896818572658
Gumla,2025-10-31,2686,0.9735488611315208
Mohla-Manpur-Ambagarh Chouki,2025-12-31,858,0.9724137931034482
Godda,2025-10-31,3517,0.9692049272116461
Charaideo,2025-10-31,717,0.9643835616438357
Araria,2025-09-30,9335,0.9627838519764509
Bhopal,2025-10-31,2369,0.9627174813587407
Surguja,2025-10-31,4542,0.9619870410367171
Srinagar,2025-09-30,867,0.9615384615384615
Charkhi Dadri,2025-09-30,323,0.9575757575757575
Bagalkot,2025-10-31,2299,0.9565957446808511
Koch Bihar,2025-10-31,8951,0.9565027322404371
Kurukshetra,2025-10-31,1117,0.9562171628721541
Buxar,2025-10-31,4438,0.9524857017157942
Medchal−malkajgiri,2025-10-31,156,0.95
Thoubal,2025-11-30,6304,0.9474822366388631
North East,2025-10-31,681,0.9457142857142857
Rohtak,2025-12-31,1131,0.9432989690721649
Noklak,2025-10-31,33,0.9411764705882353
Betul,2025-06-30,817,0.9406175771971497
Narayanpur,2025-10-31,401,0.9371980676328502
Saharanpur,2025-05-31,7740,0.9364523392544408
Jind,2025-09-30,560,0.9310344827586208
Latehar,2025-11-30,2046,0.9301886792452829
Gariyaband,2025-10-31,1402,0.9284731774415407
Virudhunagar,2025-09-30,2281,0.9281487743026204
Bengaluru,2025-10-31,10413,0.9272626318711827
Prakasam,2025-09-30,2672,0.9264599855803892
Koppal,2025-09-30,1260,0.9207317073170731
Khammam,2025-10-31,6367,0.9206636500754148
Bangalore Rural,2025-06-30,2508,0.9203675344563553
Nalanda,2025-09-30,12536,0.9200490120998621
Palwal,2025-12-31,1869,0.9188911704312115
Rewari,2025-10-31,1628,0.9175500588928152
Bid,2025-11-30,1785,0.9152360515021458
Amravati,2025-11-30,7974,0.914066250600096
Muktsar,2025-10-31,308,0.9130434782608696
Bidar,2025-10-31,1830,0.9122257053291536
East Godavari,2025-10-31,6161,0.9097954122752634
Ganderbal,2025-10-31,273,0.9090909090909092
Nashik,2025-11-30,21968,0.9041345237063361
Mandsaur,2025-09-30,1136,0.9028475711892798
Kollam,2025-10-31,3687,0.9014956162970604
Kaithal,2025-10-31,1099,0.9013840830449826
Thiruvananthapuram,2025-10-31,3873,0.9013254786450662
Shamator,2025-10-31,38,0.8999999999999999
Kamareddy,2025-07-31,1257,0.8959276018099547
Hugli,2025-11-30,106,0.8928571428571428
Mewat,2025-10-31,2159,0.8855895196506551
Ambala,2025-10-31,1127,0.8846153846153846
Boudh,2025-10-31,687,0.8821917808219177
Pune,2025-10-31,17270,0.8806490253729717
Giridih,2025-10-31,3574,0.8800631246712256
Bijnor,2025-05-31,7237,0.8797402597402597
Nandyal,2025-10-31,656,0.8742857142857143
Kupwara,2025-07-31,1728,0.8741865509761388
Sribhumi,2025-12-31,404,0.8703703703703705
Siwan,2025-10-31,8332,0.8689995513683266
Singrauli,2025-04-30,1810,0.8679050567595459
Anugul,2025-12-31,125,0.8656716417910448
Kaimur (Bhabua),2025-09-30,4243,0.8601490574309514
Mohla-Manpur-Ambagarh Chouki,2025-09-30,822,0.8597285067873304
Surendra Nagar,2025-12-31,1919,0.8594961240310077
Kancheepuram,2025-07-31,1563,0.8585017835909632
Idukki,2025-09-30,522,0.8576512455516014
Barmer,2025-09-30,2368,0.8543461237274863
Solapur,2025-11-30,28237,0.853307954843791
Rangareddi,2025-09-30,537,0.8517241379310345
Annamayya,2025-10-31,818,0.8506787330316743
Panch Mahals,2025-11-30,48,0.8461538461538463
Nagapattinam,2025-09-30,1986,0.8457249070631969
Haridwar,2025-12-31,3589,0.8405128205128205
West Siang,2025-09-30,222,0.834710743801653
North And Middle Andaman,2025-12-31,99,0.8333333333333333
Hyderabad,2025-09-30,6160,0.8322427126710292
Firozabad,2025-11-30,6662,0.8312259483232545
Karim Nagar,2025-10-31,75,0.8292682926829269
East Khasi Hills,2025-10-31,987,0.8277777777777777
Vijayanagara,2025-10-31,683,0.8262032085561497
Udupi,2025-10-31,1580,0.8244803695150116
Mahoba,2025-11-30,1990,0.8240146654445464
Tumkur,2025-10-31,1473,0.823019801980198
Ashok Nagar,2025-12-31,1026,0.822380106571936
Serchhip,2025-10-31,82,0.8222222222222222
Lalitpur,2025-09-30,2447,0.8220402084884586
Visakhapatnam,2025-06-30,4163,0.8202885876694359
Darrang,2025-12-31,1305,0.8200836820083681
Murshidabad,2025-05-31,2523,0.8190338860850757
Latur,2025-11-30,11884,0.8187940006121823
Tumakuru,2025-09-30,622,0.8187134502923976
Kiphire,2025-12-31,60,0.8181818181818181
Prayagraj,2025-12-31,1625,0.8176733780760626
Panchkula,2025-05-31,1344,0.8088829071332435
Haveri *,2025-12-31,47,0.8076923076923077
Mohalla-Manpur-Ambagarh Chowki,2025-11-30,9,0.8
Bhabua,2025-12-31,9,0.8
Neemuch,2025-09-30,925,0.796116504854369
North Goa,2025-10-31,1117,0.7958199356913183
Gautam Buddha Nagar,2025-12-31,5523,0.792018170019468
Malappuram,2025-10-31,8085,0.7914912475072013
West Garo Hills,2025-10-31,947,0.7901701323251418
Kamrup,2025-12-31,2623,0.7867847411444142
Warangal,2025-10-31,4017,0.7813747228381376
Gondiya,2025-09-30,1179,0.7809667673716012
Indore,2025-07-31,6142,0.7802898550724637
Kohima,2025-10-31,259,0.773972602739726
Reasi,2025-10-31,259,0.773972602739726
South Delhi,2025-10-31,4477,0.7737717908082409
Phek,2025-10-31,124,0.7714285714285714
Dehradun,2025-09-30,2030,0.7713787085514834
Tumakuru,2025-10-31,1101,0.770096463022508
Darjiling,2025-11-30,669,0.7698412698412698
Mahabubabad,2025-10-31,1704,0.7694704049844237
Gondiya,2025-11-30,7760,0.7692658458732331
Sakti,2025-11-30,787,0.7685393258426967
Jaipur,2025-05-31,4444,0.7684042976522085
Hyderabad,2025-10-31,10893,0.7683441558441559
Sri Sathya Sai,2025-10-31,801,0.7682119205298013
Kasaragod,2025-10-31,1777,0.7681592039800995
Baramula,2025-09-30,569,0.7670807453416149
