district,date,total_demand,growth_rate
Rohtak,2025-08-31,112,36.333333333333336
East Kameng,2025-10-31,74,36.0
Patan,2025-08-31,255,35.42857142857143
Angul,2025-08-31,290,35.25
Munger,2025-08-31,615,35.1764705882353
Vidisha,2025-08-31,288,35.0
Baghpat,2025-12-31,553,33.5625
S.A.S Nagar(Mohali),2025-08-31,34,33.0
Kalimpong,2025-10-31,34,33.0
Kanker,2025-08-31,135,32.75
Purnea,2025-08-31,67,32.5
Bharuch,2025-08-31,566,32.294117647058826
Amreli,2025-08-31,266,32.25
Mahasamund,2025-08-31,1093,32.121212121212125
Jamnagar,2025-08-31,420,31.307692307692307
Bundi,2025-08-31,513,31.0625
Dungarpur,2025-08-31,416,31.0
Malerkotla,2025-08-31,192,31.0
Kabeerdham,2025-10-31,319,30.9
Jalandhar,2025-08-31,348,30.636363636363637
Bhadrak,2025-08-31,467,30.133333333333333
Ukhrul,2025-09-30,154,29.8
West Garo Hills,2025-08-31,92,29.666666666666668
Bargarh,2025-08-31,306,29.6
Chitrakoot,2025-04-30,488,29.5
Ambala,2025-08-31,425,29.357142857142858
Anjaw,2025-09-30,30,29.0
North Sikkim,2025-08-31,30,29.0
Narmada,2025-08-31,59,28.5
Punch,2025-08-31,58,28.0
Phek,2025-08-31,28,27.0
Durg,2025-08-31,420,27.0
Sahibganj,2025-10-31,28,27.0
Jhajjar,2025-08-31,388,26.714285714285715
Sakti,2025-08-31,82,26.333333333333332
Ukhrul,2025-05-31,780,25.0
Boudh,2025-08-31,101,24.25
Kathua,2025-08-31,151,24.166666666666668
Dahod,2025-08-31,377,24.133333333333333
Lower Dibang Valley,2025-08-31,25,24.0
Dindori,2025-08-31,447,23.833333333333332
Ganjam,2025-08-31,968,23.82051282051282
Latehar,2025-06-30,393,23.5625
West Singhbhum,2025-08-31,1129,23.543478260869566
Sundergarh,2025-08-31,343,23.5
Majuli,2025-12-31,24,23.0
Rewari,2025-08-31,263,22.90909090909091
Gurdaspur,2025-08-31,429,22.833333333333332
Junagadh,2025-08-31,285,22.75
Navsari,2025-08-31,332,22.714285714285715
Koderma,2025-06-30,308,22.692307692307693
Upper Siang,2025-09-30,47,22.5
Jaisalmer,2025-08-31,117,22.4
Purba Champaran,2025-08-31,23,22.0
North East Delhi,2025-04-30,911,21.775
Osmanabad,2025-06-30,1453,21.353846153846153
Bikaner,2025-08-31,646,21.275862068965516
Vizianagaram,2025-08-31,467,21.238095238095237
Barwani,2025-03-31,733,21.21212121212121
Bulandshahar,2025-11-30,22,21.0
Korba,2025-08-31,524,20.833333333333332
Bangalore Rural,2025-08-31,323,20.533333333333335
Simdega,2025-08-31,663,20.387096774193548
East Khasi Hills,2025-08-31,85,20.25
Muktsar,2025-08-31,85,20.25
Solan,2025-08-31,63,20.0
Pathankot,2025-08-31,42,20.0
Sahibganj,2025-08-31,42,20.0
Barpeta,2025-08-31,962,19.91304347826087
Kendujhar,2025-08-31,634,19.451612903225808
Koraput,2025-08-31,443,19.136363636363637
Manendragarh–Chirmiri–Bharatpur,2025-08-31,80,19.0
Imphal East,2025-08-31,80,19.0
Champhai,2025-08-31,20,19.0
Deoghar,2025-08-31,1072,18.85185185185185
Hazaribag,2025-12-31,119,18.833333333333332
Bid,2025-10-31,178,18.77777777777778
Yavatmal,2025-06-30,2308,18.726495726495727
Surguja,2025-08-31,2516,18.65625
Kawardha,2025-04-30,196,18.6
Bokaro,2025-08-31,866,18.244444444444444
Hoshiarpur,2025-08-31,211,18.181818181818183
Udalguri,2025-08-31,210,18.09090909090909
Punch,2025-03-31,38,18.0
Kachchh,2025-08-31,256,17.285714285714285
Dhenkanal,2025-08-31,253,17.071428571428573
Udhampur,2025-08-31,126,17.0
Papum Pare,2025-08-31,36,17.0
Kakching,2025-04-30,36,17.0
Niwari,2025-04-30,18,17.0
Baran,2025-08-31,449,16.96
Mahisagar,2025-08-31,71,16.75
South Goa,2025-08-31,157,16.444444444444443
Koriya,2025-06-30,104,16.333333333333332
Nabarangapur,2025-08-31,312,16.333333333333332
Balangir,2025-08-31,239,16.071428571428573
Jagatsinghapur,2025-08-31,68,16.0
Ranchi,2025-08-31,1338,15.936708860759495
Y. S. R,2025-08-31,184,15.727272727272727
Firozpur,2025-08-31,117,15.714285714285715
Bhavnagar,2025-08-31,568,15.705882352941178
Dhalai,2025-03-31,149,15.555555555555557
Janjgir-champa,2025-08-31,1042,15.539682539682541
Kurukshetra,2025-08-31,33,15.5
Lunglei,2025-10-31,33,15.5
Pakaur,2025-08-31,49,15.333333333333332
Panchkula,2025-08-31,81,15.2
SAS Nagar (Mohali),2025-08-31,275,15.176470588235293
Vadodara,2025-08-31,1139,15.04225352112676
Mayurbhanj,2025-08-31,529,15.030303030303031
West Siang,2025-03-31,64,15.0
Kinnaur,2025-08-31,16,15.0
Jalore,2025-12-31,32,15.0
Gariyaband,2025-08-31,158,14.8
Kanpur Dehat,2025-04-30,850,14.74074074074074
Ferozepur,2025-08-31,110,14.714285714285714
Nagaon,2025-08-31,1130,14.694444444444445
Valsad,2025-08-31,322,14.333333333333334
Chittorgarh,2025-08-31,611,14.275
Hingoli,2025-03-31,938,14.129032258064516
Visakhapatnam,2025-08-31,766,14.019607843137255
Longding,2025-09-30,60,14.0
Longding,2025-02-28,45,14.0
Kra Daadi,2025-08-31,15,14.0
Upper Siang,2025-03-31,15,14.0
South Sikkim,2025-08-31,15,14.0
Ahmed Nagar,2025-10-31,30,14.0
Ri Bhoi,2025-08-31,30,14.0
Morbi,2025-08-31,74,13.8
Thane,2025-08-31,2388,13.650306748466258
Ramgarh,2025-06-30,393,13.555555555555555
Jajapur,2025-08-31,198,13.142857142857142
Dohad,2025-08-31,28,13.0
Washim *,2025-08-31,14,13.0
Dhalai  *,2025-08-31,14,13.0
Bhagalpur,2025-08-31,1674,12.95
Washim,2025-08-31,139,12.9
Barnala,2025-08-31,69,12.8
East Siang,2025-04-30,55,12.75
Kawardha,2025-08-31,604,12.727272727272727
Mungeli,2025-04-30,163,12.583333333333334
Kaithal,2025-04-30,203,12.533333333333333
Jhunjhunu,2025-08-31,27,12.5
South West Delhi,2025-12-31,674,12.48
Chumukedima,2025-06-30,67,12.4
Raipur,2025-08-31,548,12.365853658536585
Ludhiana,2025-08-31,665,12.3
Bastar,2025-08-31,239,12.277777777777779
Dhar,2025-08-31,952,12.222222222222221
Shupiyan,2025-04-30,132,12.2
Gumla,2025-08-31,407,12.129032258064516
Ahmedabad,2025-08-31,1332,12.058823529411764
Kinnaur,2025-04-30,13,12.0
Washim *,2025-03-31,13,12.0
Yamunanagar,2025-10-31,13,12.0
Chandel,2025-08-31,13,12.0
Badgam,2025-06-30,195,12.0
Dibrugarh,2025-08-31,168,11.923076923076923
Bhadohi,2025-06-30,103,11.875
Bishnupur,2025-08-31,218,11.823529411764707
Baleswar,2025-08-31,306,11.75
Kokrajhar,2025-08-31,293,11.73913043478261
Jagatsinghpur,2025-08-31,63,11.6
Anugul,2025-08-31,25,11.5
Malkangiri,2025-08-31,150,11.5
Churachandpur,2025-03-31,372,11.4
Chatra,2025-08-31,693,11.375
Bharuch,2025-12-31,296,11.333333333333334
North And Middle Andaman,2025-03-31,49,11.25
Pakur,2025-08-31,404,11.242424242424242
Kangra,2025-08-31,305,11.2
Hapur,2025-06-30,375,11.096774193548388
Surendranagar,2025-06-30,12,11.0
Lunglei,2025-08-31,48,11.0
Janjgir Champa,2025-08-31,24,11.0
Andamans,2025-12-31,12,11.0
Koderma,2025-08-31,419,10.971428571428572
Dindori,2025-12-31,235,10.75
Sirmaur,2025-08-31,35,10.666666666666666
Hazaribag,2025-10-31,151,10.615384615384615
Kabeerdham,2025-08-31,174,10.6
Burhanpur,2025-08-31,150,10.538461538461538
Haveri,2025-06-30,403,10.514285714285714
Khagaria,2025-12-31,1121,10.438775510204081
Samba,2025-04-30,57,10.4
Chirang,2025-08-31,114,10.4
Jiribam,2025-05-31,34,10.333333333333334
Jhunjhunun,2025-08-31,476,10.333333333333334
Khordha,2025-08-31,90,10.25
Gomati,2025-12-31,45,10.25
Darjiling,2025-06-30,191,10.235294117647058
Khorda,2025-08-31,235,10.19047619047619
Karauli,2025-08-31,602,10.148148148148149
Mohla-Manpur-Ambagarh Chouki,2025-08-31,178,10.125
Badgam,2025-08-31,89,10.125
Nandurbar,2025-03-31,531,10.0625
South West Delhi,2025-08-31,1060,10.041666666666666
Ajmer,2025-08-31,715,10.0
Chamarajanagar,2025-10-31,22,10.0
Tirap,2025-08-31,11,10.0
Dhalai  *,2025-10-31,11,10.0
Pashchimi Singhbhum,2025-04-30,109,9.9
Kondagaon,2025-12-31,446,9.878048780487806
Chandel,2025-06-30,65,9.833333333333334
Kodarma,2025-08-31,54,9.8
Dhalai,2025-08-31,151,9.785714285714286
Kalahandi,2025-08-31,429,9.725
Sonbhadra,2025-04-30,685,9.538461538461538
Kullu,2025-08-31,63,9.5
Sarangarh-Bilaigarh,2025-08-31,189,9.5
Jind,2025-08-31,189,9.5
Lunglei,2025-03-31,84,9.5
Chatrapati Sambhaji Nagar,2025-04-30,42,9.5
Kaimur (Bhabua),2025-08-31,1350,9.465116279069768
Yamuna Nagar,2025-08-31,324,9.451612903225806
Sitamarhi,2025-08-31,2435,9.405982905982906
Jamui,2025-08-31,831,9.3875
Kokrajhar,2025-12-31,289,9.321428571428571
Palamu,2025-08-31,1294,9.26984126984127
Bhilwara,2025-08-31,490,9.208333333333334
Dakshin Bastar Dantewada,2025-12-31,102,9.2
Hoshangabad,2025-08-31,121,9.083333333333334
Saiha,2025-11-30,10,9.0
Ahilyanagar,2025-08-31,10,9.0
Banas Kantha,2025-08-31,10,9.0
Pandhurna,2025-02-28,10,9.0
Kulgam,2025-05-31,30,9.0
Manendragarh–Chirmiri–Bharatpur,2025-10-31,90,9.0
Kodarma,2025-06-30,20,9.0
Champhai,2025-03-31,70,9.0
Reasi,2025-04-30,10,9.0
Nandurbar *,2025-10-31,10,9.0
Charkhi Dadri,2025-08-31,89,8.88888888888889
Mansa,2025-08-31,158,8.875
Chamrajnagar,2025-04-30,39,8.75
Hazaribag,2025-08-31,185,8.736842105263158
Begusarai,2025-08-31,2463,8.735177865612648
Chandigarh,2025-08-31,467,8.729166666666666
Nalanda,2025-08-31,2356,8.695473251028806
Gariyaband,2025-12-31,252,8.692307692307692
Muktsar,2025-10-31,29,8.666666666666666
Mokokchung,2025-08-31,29,8.666666666666666
Lower Subansiri,2025-10-31,29,8.666666666666666
Hazaribag,2025-03-31,29,8.666666666666666
Nanded,2025-03-31,1851,8.541237113402062
Mahendragarh,2025-08-31,113,8.416666666666666
Tamenglong,2025-10-31,150,8.375
Gaya,2025-08-31,2373,8.26953125
Cuttack,2025-08-31,407,8.25
Chandigarh,2025-12-31,322,8.2
Ratnagiri,2025-03-31,376,8.170731707317072
Yavatmal,2025-03-31,2088,8.157894736842104
Dhubri,2025-08-31,603,8.136363636363637
Akola,2025-06-30,282,8.096774193548388
Punch,2025-12-31,136,8.066666666666666
Andamans,2025-09-30,9,8.0
Jalor,2025-08-31,333,8.0
Lower Siang,2025-08-31,9,8.0
Peren,2025-05-31,9,8.0
Harda *,2025-03-31,36,8.0
North Sikkim,2025-05-31,9,8.0
Pakke Kessang,2025-05-31,9,8.0
Tawang,2025-09-30,9,8.0
Namsai,2025-08-31,18,8.0
Washim *,2025-10-31,9,8.0
Kohima,2025-10-31,18,8.0
Arwal,2025-08-31,311,7.885714285714286
Bemetara,2025-06-30,158,7.777777777777779
Kanker,2025-12-31,474,7.777777777777779
Almora,2025-10-31,193,7.772727272727273
Jharsuguda,2025-08-31,175,7.75
Sahebganj,2025-08-31,663,7.723684210526315
Pakur,2025-06-30,348,7.699999999999999
Mahoba,2025-04-30,486,7.678571428571429
Seraikela-kharsawan,2025-08-31,78,7.666666666666666
Puri,2025-08-31,181,7.619047619047619
Baloda Bazar,2025-08-31,646,7.613333333333333
Khunti,2025-08-31,241,7.607142857142858
Sheikhpura,2025-08-31,334,7.564102564102564
Kasganj,2025-08-31,1015,7.529411764705882
Noklak,2025-05-31,17,7.5
Rayagada,2025-08-31,85,7.5
Sarangarh-Bilaigarh,2025-06-30,76,7.444444444444445
Pashchimi Singhbhum,2025-08-31,346,7.439024390243903
Davangere,2025-08-31,295,7.428571428571429
Panipat,2025-05-31,395,7.404255319148936
Kamrup Metro,2025-08-31,251,7.366666666666667
Nuapada,2025-11-30,192,7.3478260869565215
Jamui,2025-12-31,475,7.333333333333334
Chamoli,2025-08-31,75,7.333333333333334
Ambedkar Nagar,2025-12-31,917,7.261261261261261
Chitradurga,2025-08-31,545,7.257575757575758
Rajnandgaon,2025-12-31,421,7.254901960784315
Jammu,2025-08-31,346,7.238095238095237
Balod,2025-12-31,255,7.225806451612904
Udham Singh Nagar,2025-06-30,696,7.188235294117646
Parbhani,2025-03-31,965,7.177966101694915
Senapati,2025-08-31,65,7.125
Churu,2025-08-31,612,7.052631578947368
Balotra,2025-04-30,8,7.0
Hardwar,2025-04-30,8,7.0
Phalodi,2025-08-31,16,7.0
Haveri *,2025-04-30,8,7.0
Lohit,2025-08-31,8,7.0
Kasargod,2025-08-31,32,7.0
Kishtwar,2025-08-31,24,7.0
Longleng,2025-03-31,8,7.0
Panch Mahals,2025-12-31,8,7.0
Didwana-Kuchaman,2025-03-31,8,7.0
Deeg,2025-08-31,8,7.0
Narayanpur,2025-10-31,56,7.0
Bulandshahar,2025-04-30,8,7.0
Dumka,2025-08-31,656,7.0
Peren,2025-03-31,8,7.0
Khairthal-Tijara,2025-06-30,16,7.0
Dakshin Bastar Dantewada,2025-08-31,8,7.0
South East Delhi,2025-06-30,16,7.0
Kasganj,2025-10-31,603,6.934210526315789
Vidisha,2025-12-31,618,6.923076923076923
Botad,2025-10-31,79,6.9
Bahraich,2025-04-30,1788,6.842105263157895
Yadadri.,2025-08-31,320,6.804878048780488
Jamtara,2025-08-31,473,6.754098360655738
Changlang,2025-03-31,155,6.75
Hailakandi,2025-08-31,346,6.688888888888889
Mon,2025-10-31,46,6.666666666666667
Pilibhit,2025-08-31,1653,6.652777777777778
Dantewada,2025-06-30,15,6.5
North,2025-11-30,15,6.5
North Tripura,2025-08-31,187,6.48
Siddharthnagar,2025-08-31,1728,6.448275862068965
Madhepura,2025-08-31,1137,6.383116883116883
Dakshin Bastar Dantewada,2025-09-30,59,6.375
Budaun,2025-04-30,1428,6.360824742268041
Dadra and Nagar Haveli,2025-12-31,66,6.333333333333333
Chikmagalur,2025-12-31,22,6.333333333333333
Jashpur,2025-12-31,447,6.327868852459017
Pathankot,2025-11-30,204,6.285714285714286
Sonipat,2025-08-31,181,6.24
Sonitpur,2025-08-31,513,6.225352112676056
Gopalganj,2025-08-31,1131,6.203821656050955
Nuapada,2025-03-31,158,6.181818181818182
Khowai,2025-12-31,43,6.166666666666667
Siwan,2025-08-31,1332,6.161290322580645
Kondagaon,2025-04-30,728,6.067961165048544
Tinsukia,2025-08-31,338,6.041666666666667
Mewat,2025-06-30,239,6.029411764705882
Garhwa *,2025-08-31,14,6.0
Deeg,2025-05-31,7,6.0
Pashchim Champaran,2025-10-31,28,6.0
Nandurbar *,2025-07-31,7,6.0
West,2025-08-31,70,6.0
Kodarma,2025-04-30,77,6.0
West Karbi Anglong,2025-08-31,7,6.0
Longding,2025-12-31,21,6.0
Bengaluru Rural,2025-10-31,7,6.0
Chittaurgarh,2025-08-31,7,6.0
JAJPUR,2025-08-31,91,6.0
Lakshadweep,2025-06-30,14,6.0
Sabar Kantha,2025-10-31,7,6.0
Zunheboto,2025-10-31,14,6.0
Yanam,2025-08-31,7,6.0
Panch Mahals,2025-08-31,7,6.0
South,2025-08-31,21,6.0
West,2025-05-31,76,5.909090909090909
Gondiya,2025-06-30,297,5.906976744186046
Shrawasti,2025-10-31,594,5.906976744186046
North Delhi,2025-03-31,214,5.903225806451613
Osmanabad,2025-10-31,1256,5.9010989010989015
Osmanabad,2025-03-31,1175,5.871345029239766
Nainital,2025-06-30,377,5.8545454545454545
Gurgaon,2025-06-30,849,5.846774193548387
West Delhi,2025-04-30,1439,5.819905213270142
North Garo Hills,2025-03-31,68,5.8
West Delhi,2025-09-30,1127,5.789156626506024
Tuensang,2025-12-31,81,5.75
Faridkot,2025-06-30,54,5.75
Dhemaji,2025-08-31,121,5.722222222222222
Warangal Urban,2025-04-30,121,5.722222222222222
Goalpara,2025-09-30,362,5.703703703703703
Alwar,2025-08-31,742,5.684684684684685
Darrang,2025-12-31,147,5.681818181818182
Tirap,2025-05-31,20,5.666666666666667
Udham Singh Nagar,2025-10-31,934,5.624113475177305
Bid,2025-07-31,198,5.6
Kannauj,2025-04-30,565,5.569767441860465
Bangalore Rural,2025-03-31,170,5.538461538461538
Karnal,2025-08-31,150,5.521739130434782
Diu,2025-04-30,26,5.5
Gondiya *,2025-07-31,13,5.5
Kargil,2025-08-31,52,5.5
Panipat,2025-08-31,117,5.5
Palamau,2025-10-31,13,5.5
Jodhpur,2025-08-31,920,5.47887323943662
Banda,2025-04-30,753,5.435897435897436
Shahdara,2025-08-31,193,5.433333333333334
West Garo Hills,2025-10-31,218,5.411764705882353
Dharashiv,2025-12-31,64,5.4
Bishnupur,2025-10-31,1022,5.3875
Haveri,2025-03-31,287,5.377777777777778
Surat,2025-08-31,1528,5.340248962655601
Koriya,2025-12-31,228,5.333333333333333
Niwari,2025-07-31,19,5.333333333333333
Harda *,2025-12-31,38,5.333333333333333
Purnia,2025-08-31,1685,5.310861423220974
Bellary,2025-08-31,347,5.3090909090909095
Firozabad,2025-04-30,2911,5.300865800865801
Reasi,2025-10-31,63,5.3
Shrawasti,2025-04-30,528,5.285714285714286
Rampur,2025-08-31,1746,5.280575539568345
Buldhana,2025-10-31,1437,5.275109170305677
Pali,2025-08-31,489,5.269230769230769
Mathura,2025-04-30,966,5.232258064516129
Pauri Garhwal,2025-06-30,243,5.230769230769231
Jaipur,2025-08-31,1140,5.195652173913044
West Delhi,2025-08-31,166,5.148148148148148
Thoubal,2025-08-31,455,5.066666666666666
East,2025-08-31,91,5.066666666666666
Kancheepuram,2025-08-31,1765,5.044520547945205
Jhalawar,2025-08-31,495,5.036585365853658
Barmer,2025-08-31,295,5.020408163265306
South Sikkim,2025-10-31,18,5.0
Zunheboto,2025-06-30,18,5.0
Niuland,2025-06-30,6,5.0
Surendranagar,2025-09-30,6,5.0
Gaurela-pendra-marwahi,2025-10-31,12,5.0
Jyotiba Phule Nagar,2025-02-28,6,5.0
Jyotiba Phule Nagar,2025-08-31,6,5.0
Kolasib,2025-10-31,54,5.0
Janjgir - Champa,2025-08-31,6,5.0
Raigarh(MH),2025-03-31,6,5.0
Chikmagalur,2025-08-31,12,5.0
Manendragarh–Chirmiri–Bharatpur,2025-12-31,18,5.0
Mon,2025-09-30,6,5.0
Dibang Valley,2025-08-31,6,5.0
Garhwal,2025-05-31,6,5.0
Najafgarh,2025-09-30,12,5.0
Nandurbar *,2025-04-30,6,5.0
North Sikkim,2025-02-28,6,5.0
Sonapur,2025-08-31,30,5.0
Tuensang,2025-03-31,30,5.0
Jajpur,2025-06-30,6,5.0
Kasaragod,2025-08-31,377,4.984126984126984
South Garo Hills,2025-11-30,83,4.928571428571429
Bangalore,2025-08-31,705,4.92436974789916
Patna,2025-08-31,2854,4.921161825726141
Katihar,2025-08-31,1781,4.916943521594685
Jalor,2025-06-30,278,4.914893617021277
Raigarh,2025-08-31,1774,4.893687707641196
Fazilka,2025-08-31,100,4.882352941176471
Kaushambi,2025-10-31,494,4.880952380952381
Tuensang,2025-09-30,47,4.875
Bagalkot,2025-08-31,445,4.855263157894737
Gariyaband,2025-06-30,199,4.852941176470588
West Midnapore,2025-10-31,421,4.847222222222222
Subarnapur,2025-10-31,35,4.833333333333333
Chandel,2025-10-31,192,4.818181818181818
Patiala,2025-11-30,413,4.816901408450704
Baleshwar,2025-08-31,87,4.8
Purbi Singhbhum,2025-08-31,58,4.8
Dhanbad,2025-06-30,846,4.794520547945205
Kullu,2025-06-30,121,4.761904761904762
Ballari,2025-08-31,178,4.741935483870968
Ramgarh,2025-08-31,304,4.735849056603773
Jayashankar Bhupalpally,2025-12-31,235,4.7317073170731705
Akola,2025-10-31,309,4.722222222222222
Almora,2025-06-30,143,4.72
Jehanabad,2025-12-31,377,4.712121212121212
Saharsa,2025-08-31,1267,4.707207207207207
Seraikela-Kharsawan,2025-08-31,308,4.703703703703703
Nawada,2025-08-31,1140,4.7
Bhiwani,2025-08-31,245,4.6976744186046515
Chirang,2025-04-30,165,4.689655172413793
Tawang,2025-05-31,17,4.666666666666667
Bulandshahar,2025-06-30,17,4.666666666666667
Lower Dibang Valley,2025-04-30,17,4.666666666666667
Pashchim Champaran,2025-12-31,17,4.666666666666667
Hasan,2025-06-30,113,4.65
Rohtas,2025-08-31,1717,4.6480263157894735
Banaskantha,2025-12-31,501,4.629213483146067
Khargone,2025-10-31,287,4.627450980392157
Rajnandgaon,2025-04-30,748,4.62406015037594
Mau,2025-08-31,1062,4.619047619047619
yadgir,2025-08-31,28,4.6
Palamau,2025-03-31,28,4.6
Kishtwar,2025-03-31,39,4.571428571428571
Sepahijala,2025-12-31,345,4.564516129032258
Palghar,2025-03-31,1680,4.562913907284768
West Singhbhum,2025-03-31,510,4.543478260869565
Guna,2025-07-31,321,4.5344827586206895
Nagaur,2025-08-31,481,4.528735632183908
Khairagarh Chhuikhadan Gandai,2025-08-31,88,4.5
Chamrajnagar,2025-06-30,22,4.5
Seraikela-kharsawan,2025-06-30,77,4.5
Beawar,2025-11-30,22,4.5
North And Middle Andaman,2025-07-31,11,4.5
Yamunanagar,2025-04-30,11,4.5
Mayiladuthurai,2025-06-30,33,4.5
Kolhapur,2025-03-31,1290,4.48936170212766
Mirzapur,2025-04-30,800,4.47945205479452
Dausa,2025-08-31,252,4.478260869565218
Buxar,2025-08-31,557,4.46078431372549
Amethi,2025-08-31,1103,4.46039603960396
Dhanbad,2025-08-31,677,4.459677419354839
Champawat,2025-08-31,190,4.428571428571429
Udhampur,2025-06-30,152,4.428571428571429
Udhampur,2025-12-31,103,4.421052631578948
Jaisalmer,2025-12-31,130,4.416666666666667
Annamayya,2025-08-31,249,4.413043478260869
Korba,2025-12-31,632,4.401709401709402
Belgaum,2025-08-31,749,4.388489208633094
Yavatmal,2025-10-31,1487,4.38768115942029
Ahmadnagar,2025-10-31,1836,4.3841642228739
Dakshin Dinajpur,2025-10-31,883,4.384146341463414
Sukma,2025-04-30,113,4.380952380952381
Solapur,2025-03-31,2129,4.376262626262626
East Singhbhum,2025-08-31,731,4.375
Ahmedabad,2025-12-31,1755,4.36697247706422
Chikkamagaluru,2025-06-30,59,4.363636363636363
Cachar,2025-08-31,444,4.349397590361446
Gondia,2025-03-31,16,4.333333333333333
Uttarkashi,2025-08-31,96,4.333333333333333
Gondiya,2025-03-31,606,4.315789473684211
East Champaran,2025-08-31,2035,4.31331592689295
Moradabad,2025-08-31,1930,4.302197802197802
South Andaman,2025-11-30,90,4.294117647058823
Dholpur,2025-08-31,270,4.294117647058823
Anantnag,2025-04-30,344,4.292307692307692
Banswara,2025-08-31,238,4.288888888888889
Davanagere,2025-06-30,37,4.285714285714286
Chikkaballapur,2025-03-31,264,4.28
Unnao,2025-06-30,1733,4.267477203647417
Leh,2025-05-31,21,4.25
Thiruvallur,2025-08-31,21,4.25
Upper Siang,2025-05-31,42,4.25
South Salmara Mankachar,2025-09-30,251,4.229166666666667
Dadra and Nagar Haveli,2025-02-28,47,4.222222222222222
Bharatpur,2025-08-31,396,4.2105263157894735
Etawah,2025-04-30,547,4.20952380952381
Mandya,2025-08-31,573,4.209090909090909
Nuapada,2025-08-31,83,4.1875
Kodagu,2025-08-31,119,4.173913043478261
Washim,2025-03-31,693,4.1716417910447765
Karim Nagar,2025-08-31,31,4.166666666666667
Muzaffarpur,2025-08-31,2437,4.109014675052411
Bulandshahr,2025-04-30,1624,4.1069182389937104
Panna,2025-08-31,367,4.097222222222222
Ashok Nagar,2025-08-31,173,4.088235294117647
